technology_effects_junction_tables
0
technology	effect	effect_scope	value
tech_dlc03_bst_sacrifice_to_morslieh	wh_main_effect_religion_conversion_chaos	faction_to_character_own	1
tech_dlc03_bst_sacrifice_to_morslieh	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	20
tech_dlc03_bst_the_days_of_wrath	wh_dlc03_effect_tech_unit_xp_levels_bestigors	faction_to_character_own_unseen	1
tech_dlc03_bst_the_days_of_wrath	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_the_endless_hunt	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_character_own_unseen	3
tech_dlc03_bst_the_endless_hunt	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_the_kalkengard_larder	wh_dlc03_effect_tech_unit_stat_melee_damage_minotaurs	faction_to_force_own_unseen	20
tech_dlc03_bst_the_kalkengard_larder	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_the_path_to_war	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-33
tech_dlc03_bst_the_rewards_of_ruin	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own_unseen	-10
tech_dlc03_bst_the_rewards_of_ruin	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_the_seed_of_hate	wh_main_effect_religion_conversion_chaos	faction_to_character_own	1
tech_dlc03_bst_the_seed_of_hate	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	20
tech_dlc03_bst_true_horn	wh_dlc03_effect_tech_unit_xp_levels_centigors	faction_to_character_own_unseen	1
tech_dlc03_bst_true_horn	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_twisted_visions	wh_main_effect_force_army_campaign_siege_attack_holdout_time	faction_to_character_own_unseen	-2
tech_dlc03_bst_twisted_visions	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_vitriolic_temperament	wh_dlc03_effect_tech_unit_xp_levels_gors	faction_to_character_own_unseen	1
tech_dlc03_bst_vitriolic_temperament	wh_dlc03_effect_tech_unit_xp_levels_ungors	faction_to_character_own_unseen	1
tech_dlc03_bst_vitriolic_temperament	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-5
tech_dlc03_bst_worship_of_the_ruinous_powers	wh_main_effect_religion_conversion_chaos	faction_to_character_own	1
tech_dlc03_bst_worship_of_the_ruinous_powers	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	20
tech_dlc05_1_asuryan	wh_dlc05_tech_diplomacy_bonus_dwarfs	faction_to_faction_own_unseen	40
tech_dlc05_1_asuryan	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-40
tech_dlc05_1_asuryan	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	20
tech_dlc05_1_cadai	wh_dlc03_faction_diplomacy_mod	faction_to_faction_own_unseen	30
tech_dlc05_1_hoeth	wh_main_effect_agent_recruitment_xp_all_agents	faction_to_province_own_unseen	2
tech_dlc05_1_hoeth	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	2
tech_dlc05_1_hoeth	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	2
tech_dlc05_1_isha_mini	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	50
tech_dlc05_1_isha	wh_dlc05_tech_diplomacy_bonus_empire	faction_to_faction_own_unseen	40
tech_dlc05_1_isha	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	50
tech_dlc05_1_kurnous	wh_dlc05_effect_tech_hero_xp_levels_branchwraiths	faction_to_province_own_unseen	2
tech_dlc05_1_kurnous	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10
tech_dlc05_1_ladrielle	wh_dlc05_effect_tech_army_campaign_worldroot_evasion_chance	faction_to_character_own_unseen	10
tech_dlc05_1_ladrielle	wh_dlc05_tech_diplomacy_bonus_bretonnia	faction_to_faction_own_unseen	40
tech_dlc05_1_ladrielle	wh_main_effect_agent_action_outcome_target_defence_success_chance_enemy	faction_to_region_own_unseen	-5
tech_dlc05_1_lileath	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	faction_to_force_own_unseen	10
tech_dlc05_1_lileath	wh_main_effect_character_mod_ancillary_drop	faction_to_character_own_unseen	5
tech_dlc05_1_loec	wh_main_effect_public_order_tech	faction_to_province_own_unseen	3
tech_dlc05_1_the_ancients	wh_main_effect_force_all_campaign_experience_base_all	faction_to_character_own_unseen	2
tech_dlc05_1_the_ancients	wh_main_effect_force_army_battle_movement_speed	faction_to_force_own_unseen	10
tech_dlc05_1_the_ancients	wh_main_effect_force_unit_stat_morale	faction_to_force_own_unseen	10
tech_dlc05_1_vaul	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	5
tech_dlc05_2_addaioth	wh_dlc05_effect_tech_ammunition_increase_all	faction_to_force_own_unseen	10
tech_dlc05_2_addaioth	wh_dlc05_effect_tech_armour_increase_wef_elf_units	faction_to_force_own_unseen	20
tech_dlc05_2_anath_raema	wh_dlc05_effect_force_melee_attack_stat_morale_versus_beastmen	faction_to_force_own_unseen	15
tech_dlc05_2_anath_raema	wh_dlc05_effect_force_range_attack_stat_morale_versus_beastmen	faction_to_force_own_unseen	25
tech_dlc05_2_atharti	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	4
tech_dlc05_2_cytharai	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-1
tech_dlc05_2_drakira	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	20
tech_dlc05_2_drakira	wh_main_effect_force_army_campaign_ambush_defence_success_chance	faction_to_force_own_unseen	20
tech_dlc05_2_eldrazor	wh_dlc05_effect_tech_melee_attack_increase_wef_infantry	faction_to_force_own_unseen	5
tech_dlc05_2_eldrazor	wh_dlc05_effect_tech_melee_damage_increase_wef_infantry	faction_to_force_own_unseen	5
tech_dlc05_2_ellinill	wh_dlc05_effect_tech_charge_speed_increase_wef_treespirits	faction_to_force_own_unseen	10
tech_dlc05_2_ellinill	wh_dlc05_effect_tech_recruitment_cost_reduction_dryads	faction_to_force_own_unseen	-5
tech_dlc05_2_ereth_khial	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	20
tech_dlc05_2_estreath	wh_dlc05_tech_diplomacy_bonus_greenskins	faction_to_faction_own_unseen	40
tech_dlc05_2_estreath	wh_main_effect_force_army_campaign_attrition_all_immunity	faction_to_force_own	1
tech_dlc05_2_hekarti	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	20
tech_dlc05_2_hukon	wh_main_effect_force_army_campaign_siege_attack_holdout_time	faction_to_character_own_unseen	-4
tech_dlc05_2_khaine	wh_dlc05_effect_bonus_leadership_when_in_forest	faction_to_force_own_unseen	10
tech_dlc05_2_khaine	wh_main_effect_force_all_campaign_experience_base_all	faction_to_character_own_unseen	2
tech_dlc05_2_khaine	wh_main_effect_force_army_battle_movement_speed	faction_to_force_own_unseen	10
tech_dlc05_2_mathlann_mini	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	400
tech_dlc05_2_mathlann	wh_dlc05_tech_diplomacy_bonus_teb_norsca	faction_to_faction_own_unseen	40
tech_dlc05_2_mathlann	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	400
tech_dlc05_2_morai_heg	wh_dlc05_effect_bonus_damage_reduction_when_in_forest	faction_to_force_own_unseen	10
tech_dlc05_2_morai_heg	wh_dlc05_effect_bonus_leadership_when_in_forest	faction_to_force_own_unseen	5
tech_dlc05_2_nethu	wh_dlc05_tech_diplomacy_bonus_vampires	faction_to_faction_own_unseen	30
tech_dlc05_2_nethu	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	30
tech_dlc05_2_nethu	wh_main_effect_force_all_campaign_razing_income	faction_to_faction_own_unseen	30
tech_dlc05_2_the_rephallim	wh_dlc05_effect_agent_cap_increase_champion	faction_to_faction_own_unseen	3
tech_dlc05_2_the_rephallim	wh_dlc05_effect_unit_stat_mod_ward_save_physical_wef_treespirits_flyers	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_beastmen_1	wh_dlc03_faction_diplomacy_penalty_beastmen	faction_to_faction_own_unseen	-100
tech_dlc07_brt_chivalry_beastmen_1	wh_dlc05_effect_force_range_attack_stat_morale_versus_beastmen	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_beastmen_1	wh_dlc07_effect_increased_chivalry_beastmen	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_beastmen_1	wh_main_effect_force_unit_stat_morale_versus_beastmen	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_chaos_1	wh2_dlc11_effect_army_battle_ap_damage_vs_chaos	faction_to_force_own_unseen	15
tech_dlc07_brt_chivalry_chaos_1	wh_dlc03_faction_diplomacy_penalty_chaos_technology	faction_to_faction_own_unseen	-100
tech_dlc07_brt_chivalry_chaos_1	wh_dlc07_effect_increased_chivalry_chaos	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_chaos_1	wh_dlc08_effect_bonus_morale_fighting_against_chaos	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_chaos_1	wh_main_effect_force_army_campaign_attrition_chaos_territory	faction_to_force_own_unseen	-50
tech_dlc07_brt_chivalry_dark_elves	wh2_main_effect_diplomacy_bonus_dark_elves_technology	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_dark_elves	wh2_main_effect_force_unit_stat_morale_melee_defense_versus_dark_elves	faction_to_force_own_unseen	5
tech_dlc07_brt_chivalry_dark_elves	wh2_main_effect_force_unit_stat_morale_versus_dark_elves	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_dark_elves	wh_dlc07_effect_increased_chivalry_dark_elves	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc05_tech_diplomacy_bonus_greenskins	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc07_effect_attrition_immunity_badlands	faction_to_force_own	1
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc07_effect_increased_chivalry_greenskins	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_greenskins_1	wh_main_effect_tech_xp_gain_increase_greenskins	faction_to_force_own_unseen	100
tech_dlc07_brt_chivalry_greenskins_2	wh_dlc05_tech_diplomacy_bonus_greenskins	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_greenskins_2	wh_dlc07_effect_increased_chivalry_greenskins	faction_to_faction_own_unseen	3
tech_dlc07_brt_chivalry_greenskins_2	wh_main_effect_force_unit_stat_melee_damage_versus_greenskins	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_greenskins_2	wh_main_effect_force_unit_stat_morale_during_subterranean	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_norsca_1	wh_dlc07_effect_attrition_immunity_snow	faction_to_force_own	1
tech_dlc07_brt_chivalry_norsca_1	wh_dlc07_effect_increased_chivalry_norsca	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_norsca_1	wh_dlc08_effect_bonus_morale_fighting_against_norsca	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_norsca_1	wh_main_faction_diplomacy_penalty_norsca_technology	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_norsca_2	wh_dlc07_effect_increased_chivalry_norsca	faction_to_faction_own_unseen	3
tech_dlc07_brt_chivalry_norsca_2	wh_dlc08_effect_bonus_melee_attack_fighting_against_norsca	faction_to_force_own_unseen	5
tech_dlc07_brt_chivalry_norsca_2	wh_main_effect_tech_melee_defence_increase_fighting_norsca	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_norsca_2	wh_main_faction_diplomacy_penalty_norsca_technology	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_skaven	wh2_main_effect_diplomacy_bonus_skaven_technology	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_skaven	wh2_main_effect_force_unit_stat_morale_versus_skaven	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_skaven	wh_dlc07_effect_increased_chivalry_skaven	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_skaven	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1
tech_dlc07_brt_chivalry_tomb_kings	wh2_dlc09_effect_diplomacy_bonus_tomb_kings_technology	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_tomb_kings	wh2_dlc09_effect_force_unit_stat_melee_attack_versus_tomb_kings	faction_to_force_own_unseen	5
tech_dlc07_brt_chivalry_tomb_kings	wh2_dlc09_effect_force_unit_stat_morale_versus_tomb_kings	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_tomb_kings	wh_dlc07_effect_increased_chivalry_tomb_kings	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_vampires_1	wh_dlc05_tech_diplomacy_bonus_vampires	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_vampires_1	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own_unseen	-25
tech_dlc07_brt_chivalry_vampires_1	wh_dlc07_effect_increased_chivalry_vampires	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_vampires_1	wh_main_effect_force_unit_stat_morale_versus_vampire_counts	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_wood_elves_1	wh2_main_effect_force_unit_stat_morale_versus_wood_elves	faction_to_force_own_unseen	8
tech_dlc07_brt_chivalry_wood_elves_1	wh_dlc07_effect_increased_chivalry_wood_elves	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_effect_force_ward_save_missile_fighting_wood_elves	faction_to_force_own_unseen	10
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_faction_diplomacy_penalty_wood_elves	faction_to_faction_own_unseen	-50
tech_dlc07_brt_economy_farm_1	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own_unseen	2
tech_dlc07_brt_economy_farm_2	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own_unseen	2
tech_dlc07_brt_economy_farm_2	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own_unseen	-5
tech_dlc07_brt_economy_farm_3	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own_unseen	3
tech_dlc07_brt_economy_farm_3	wh_main_effect_force_army_campaign_upkeep_cost_infantry	faction_to_force_own_unseen	-5
tech_dlc07_brt_economy_farm_4	wh_dlc07_effect_dummy_peasant_increase	faction_to_faction_own_unseen	1
tech_dlc07_brt_economy_farm_4	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own_unseen	3
tech_dlc07_brt_economy_farm_farriers	wh_main_effect_force_army_battle_cavalry_movement_speed	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_farm_hay	wh2_main_effect_building_construction_cost_mod_brt_stables_pastures	faction_to_region_own_unseen	-15
tech_dlc07_brt_economy_farm_hay	wh2_main_effect_building_construction_time_mod_perc_brt_stables_pastures	faction_to_region_own_unseen	-35
tech_dlc07_brt_economy_farm_hoods	wh2_main_effect_tech_charge_speed_increase_brt_knights	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_farm_hoods	wh2_main_effect_tech_morale_increase_brt_knights	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_industry_1	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10
tech_dlc07_brt_economy_industry_2	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	5
tech_dlc07_brt_economy_industry_2	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc07_brt_economy_industry_3	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_industry_3	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	5
tech_dlc07_brt_economy_industry_4	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10
tech_dlc07_brt_economy_industry_4	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-10
tech_dlc07_brt_economy_industry_mines	wh2_main_effect_technology_economy_gdp_mod_mining_brt	faction_to_region_own_unseen	15
tech_dlc07_brt_economy_industry_pottery	wh2_main_effect_technology_economy_gdp_mod_dyes_pottery_salt_brt	faction_to_region_own_unseen	50
tech_dlc07_brt_economy_industry_pottery	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10
tech_dlc07_brt_economy_industry_start	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-5
tech_dlc07_brt_economy_industry_start	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-1
tech_dlc07_brt_economy_industry_steel	wh2_dlc09_effect_tech_armour_increase_brt_knights	faction_to_force_own_unseen	8
tech_dlc07_brt_economy_industry_steel	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	15
tech_dlc07_brt_economy_industry_swords	wh2_main_effect_tech_melee_damage_increase_brt_knights_swordsmen_footsquires	faction_to_force_own_unseen	12
tech_dlc07_brt_economy_industry_tournaments	wh2_main_effect_tech_melee_attack_increase_brt_knights	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_industry_tournaments	wh2_main_effect_tech_melee_defence_increase_brt_knights	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_1	wh_dlc07_effect_battle_morale_increase_peasant_mob	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_1	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10
tech_dlc07_brt_economy_other_2	wh_dlc07_effect_tech_unit_xp_levels_peasant_mob	faction_to_character_own_unseen	2
tech_dlc07_brt_economy_other_2	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc07_brt_economy_other_3	wh_dlc07_effect_tech_melee_attack_peasant_mob	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_other_3	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own_unseen	-5
tech_dlc07_brt_economy_other_3	wh_main_effect_tech_recruitment_cost_reduction_peasant_mob	faction_to_force_own_unseen	-10
tech_dlc07_brt_economy_other_4	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dlc07_brt_economy_other_4	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2
tech_dlc07_brt_economy_other_carpenters	wh2_main_effect_technology_economy_gdp_mod_timber_brt	faction_to_region_own_unseen	50
tech_dlc07_brt_economy_other_carpenters	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-1
tech_dlc07_brt_economy_other_draft	wh_dlc07_peasant_upkeep_penalty	faction_to_force_own_unseen	-5
tech_dlc07_brt_economy_other_draft	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_dlc07_brt_economy_other_fanaticism	wh2_main_effect_tech_melee_attack_increase_brt_pilgrims_reliquae	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_fanaticism	wh2_main_effect_tech_melee_defence_increase_brt_pilgrims_reliquae	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_fletchers	wh2_main_effect_tech_missile_damage_increase_brt_bowmen_yeomen	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_other_fletchers	wh2_main_effect_tech_missile_range_increase_brt_bowmen_yeomen	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_fletchers	wh_dlc05_effect_tech_ammunition_increase_all	faction_to_force_own_unseen	15
tech_dlc07_brt_economy_other_siege	wh2_main_effect_tech_missile_damage_increase_brt_trebuchet	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_other_siege	wh2_main_effect_tech_missile_rate_of_fire_increase_brt_trebuchet	faction_to_force_own_unseen	15
tech_dlc07_brt_economy_other_siege	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10
tech_dlc07_brt_economy_other_siege	wh_main_effect_force_army_battle_unit_morale_siege_attack	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_spears	wh2_main_effect_tech_melee_attack_increase_brt_spearmen_polemen_yeomen	faction_to_force_own_unseen	5
tech_dlc07_brt_economy_other_spears	wh2_main_effect_tech_melee_damage_increase_brt_spearmen_polemen_yeomen	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_other_tithes	wh2_main_effect_tech_ward_save_brt_paladins	faction_to_force_own_unseen	10
tech_dlc07_brt_economy_other_tithes	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dlc07_brt_economy_other_tithes	wh_main_effect_agent_recruitment_xp_champion_bretonnia	faction_to_province_own_unseen	2
tech_dlc07_brt_economy_start	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	4
tech_dlc07_brt_economy_start	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	3
tech_dlc07_brt_economy_trade_1	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_1	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_artois	wh_dlc07_diplomatic_relations_artois	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_artois	wh_dlc07_dummy_enable_confederation_artois	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_artois	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_diplomatic_relations_bastonne	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_dummy_enable_confederation_bastonne	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_diplomatic_relations_bordeleaux	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_dummy_enable_confederation_bordeleaux	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_diplomatic_relations_bretonnia	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_dummy_enable_confederation_bretonnia	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_diplomatic_relations_carcassonne	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_dummy_enable_confederation_carcassonne	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_errantry	wh2_dlc14_diplomatic_relations_chevaliers_de_lyonesse	faction_to_faction_own_unseen	50
tech_dlc07_brt_heraldry_errantry	wh2_main_diplomatic_relations_crusaders	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_errantry	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_diplomatic_relations_lyonesse	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_dummy_enable_confederation_lyonesse	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_oversea	wh2_main_effect_diplomacy_bonus_high_elves_lizardmen_technology	faction_to_faction_own_unseen	30
tech_dlc07_brt_heraldry_parravon	wh_dlc07_diplomatic_relations_parravon	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_parravon	wh_dlc07_dummy_enable_confederation_parravon	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_parravon	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_start	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	5
tech_dlc07_brt_heraldry_start	wh_dlc07_effect_tech_armour_increase_bretonnia_characters	faction_to_force_own_unseen	5
tech_dlc07_brt_heraldry_start	wh_main_effect_tech_battle_morale_increase_lords_and_heroes	faction_to_force_own_unseen	5
tech_dlc07_brt_heraldry_unification	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dlc07_brt_heraldry_unification	wh_dlc07_effect_dummy_peasants_increase_tech	faction_to_faction_own_unseen	10
tech_dlc08_nor_creatures_01	wh_dlc08_effect_tech_unit_xp_levels_wolves_hounds	faction_to_character_own_unseen	1
tech_dlc08_nor_creatures_01	wh_dlc08_effect_tech_unlock_monter_hunts_level_01	building_to_faction_own	1
tech_dlc08_nor_creatures_02	wh_dlc08_effect_tech_charge_speed_increase_trolls_fimirs	faction_to_force_own_unseen	10
tech_dlc08_nor_creatures_02	wh_dlc08_effect_tech_recruitment_cost_reduction_trolls_fimirs	faction_to_force_own_unseen	-5
tech_dlc08_nor_creatures_03	wh_dlc08_effect_tech_melee_damage_increase_trolls_fimirs	faction_to_force_own_unseen	10
tech_dlc08_nor_creatures_03	wh_dlc08_effect_tech_recruitment_cost_reduction_trolls_fimirs	faction_to_force_own_unseen	-10
tech_dlc08_nor_creatures_04	wh_dlc08_effect_tech_melee_attack_increase_skin_wolves_warhounds	faction_to_force_own_unseen	5
tech_dlc08_nor_creatures_04	wh_dlc08_effect_tech_missile_damage_increase_skin_wolves_warhounds	faction_to_force_own_unseen	10
tech_dlc08_nor_creatures_05	wh_dlc08_effect_tech_recruitment_cost_reduction_skin_wolves_warhounds	faction_to_force_own_unseen	-10
tech_dlc08_nor_creatures_05	wh_dlc08_effect_tech_unit_stat_melee_defence_skin_wolves_wolves_hounds	faction_to_force_own_unseen	5
tech_dlc08_nor_creatures_06	wh_dlc08_effect_tech_recruitment_cost_reduction_monsters	faction_to_force_own_unseen	-10
tech_dlc08_nor_creatures_06	wh_dlc08_effect_tech_unlock_monter_hunts_level_02	building_to_faction_own	1
tech_dlc08_nor_creatures_07	wh_dlc08_effect_tech_recruitment_duration_reduction_monsters	faction_to_province_own_unseen	-1
tech_dlc08_nor_creatures_07	wh_dlc08_effect_tech_unlock_monter_hunts_level_03	building_to_faction_own	1
tech_dlc08_nor_marauders_01	wh_dlc08_effect_tech_recruitment_cost_reduction_marauders	faction_to_force_own_unseen	-10
tech_dlc08_nor_marauders_02	wh_dlc08_effect_tech_armour_increase_marauders	faction_to_force_own_unseen	5
tech_dlc08_nor_marauders_03	wh_dlc08_effect_tech_melee_damage_increase_marauders	faction_to_force_own_unseen	10
tech_dlc08_nor_marauders_04	wh_dlc08_effect_tech_ammunition_increase_marauders	faction_to_force_own_unseen	10
tech_dlc08_nor_marauders_04	wh_dlc08_effect_tech_missile_damage_increase_marauders	faction_to_force_own_unseen	15
tech_dlc08_nor_marauders_05	wh_dlc08_effect_tech_armour_increase_marauder_chariots_cavalry	faction_to_force_own_unseen	5
tech_dlc08_nor_marauders_05	wh_dlc08_effect_tech_melee_defence_increase_marauder_chariots_cavalry	faction_to_force_own_unseen	5
