special_ability_to_special_ability_phase_junctions_tables
1
order	phase	special_ability
1	wh2_dlc14_unit_passive_barbed_net	wh2_dlc14_unit_passive_barbed_net
1	wh2_dlc14_unit_passive_crowfeast	wh2_dlc14_unit_passive_crowfeast
1	wh2_dlc14_unit_passive_duck_and_weave	wh2_dlc14_unit_passive_duck_and_weave
1	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror_1	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror
2	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror_2	wh2_dlc14_unit_passive_unbinding_eshin_triads_ror
1	wh2_dlc14_unit_passive_unbinding_stormvermin_0	wh2_dlc14_unit_passive_unbinding_stormvermin_0
2	wh_main_unit_passive_unbinding_weak_rat	wh2_dlc14_unit_passive_unbinding_stormvermin_0
3	wh_main_unit_passive_unbinding_critical_rat	wh2_dlc14_unit_passive_unbinding_stormvermin_0
1	wh2_dlc14_unit_passive_unbinding_stormvermin_1	wh2_dlc14_unit_passive_unbinding_stormvermin_1
2	wh_main_unit_passive_unbinding_weak_rat	wh2_dlc14_unit_passive_unbinding_stormvermin_1
3	wh_main_unit_passive_unbinding_critical_rat	wh2_dlc14_unit_passive_unbinding_stormvermin_1
1	wh2_dlc14_weapon_abilities_sword_of_lyonesse	wh2_dlc14_weapon_abilities_sword_of_lyonesse
1	wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	wh2_dlc14_weapon_abilities_whirl_of_weeping_blades
1	wh2_dlc14_weapon_abilities_warpsword_of_khaine	wh2_dlc14_weapon_passive_warpsword_of_khaine
1	wh2_dlc15_army_abilities_azhags_big_waaagh	wh2_dlc15_army_abilities_azhags_big_waaagh
1	wh2_dlc15_army_abilities_azhags_waaagh	wh2_dlc15_army_abilities_azhags_waaagh
1	wh2_dlc15_army_abilities_big_waaagh	wh2_dlc15_army_abilities_big_waaagh
1	wh2_dlc15_army_abilities_envelop_in_mist	wh2_dlc15_army_abilities_envelop_in_mist
1	wh2_dlc15_army_abilities_grimgors_big_waaagh	wh2_dlc15_army_abilities_grimgors_big_waaagh
1	wh2_dlc15_army_abilities_grimgors_waaagh	wh2_dlc15_army_abilities_grimgors_waaagh
1	wh2_dlc15_army_abilities_groms_big_waaagh	wh2_dlc15_army_abilities_groms_big_waaagh
1	wh2_dlc15_army_abilities_groms_waaagh	wh2_dlc15_army_abilities_groms_waaagh
1	wh2_dlc15_army_abilities_invocation_of_ending	wh2_dlc15_army_abilities_invocation_of_ending
1	wh2_dlc15_army_abilities_oath_of_replenishment	wh2_dlc15_army_abilities_oath_of_replenishment
1	wh2_dlc15_army_abilities_oath_of_replenishment_upgraded	wh2_dlc15_army_abilities_oath_of_replenishment_upgraded
1	wh2_dlc15_army_abilities_skarsniks_big_waaagh	wh2_dlc15_army_abilities_skarsniks_big_waaagh
1	wh2_dlc15_army_abilities_skarsniks_waaagh	wh2_dlc15_army_abilities_skarsniks_waaagh
1	wh2_dlc15_army_abilities_unleash_the_winds	wh2_dlc15_army_abilities_unleash_the_winds
1	wh2_dlc15_army_abilities_waaagh	wh2_dlc15_army_abilities_waaagh
1	wh2_dlc15_army_abilities_wurrzags_big_waaagh	wh2_dlc15_army_abilities_wurrzags_big_waaagh
1	wh2_dlc15_army_abilities_wurrzags_waaagh	wh2_dlc15_army_abilities_wurrzags_waaagh
1	wh2_dlc15_banner_passive_da_immortulz	wh2_dlc15_banner_passive_da_immortulz
1	wh2_dlc15_character_abilities_sausage_busta	wh2_dlc15_character_abilities_sausage_busta
1	wh2_dlc15_character_abilities_they_needs_stabbin	wh2_dlc15_character_abilities_they_needs_stabbin
1	wh2_dlc15_character_abilities_wardens_cage	wh2_dlc15_character_abilities_wardens_cage
1	wh2_dlc15_hero_abilites_mither	wh2_dlc15_hero_abilities_mither
1	wh2_dlc15_hero_passive_ballistics_instructor	wh2_dlc15_hero_passive_ballistics_instructor
1	wh2_dlc15_item_abilities_armour_of_caledor	wh2_dlc15_item_abilities_armour_of_caledor
1	wh2_dlc15_item_abilities_azhags_ard_armour	wh2_dlc15_item_abilities_azhags_ard_armour
1	wh2_dlc15_item_abilities_blood_forged_armour	wh2_dlc15_item_abilities_blood_forged_armour
1	wh2_dlc15_item_abilities_helm_of_yvresse	wh2_dlc15_item_abilities_helm_of_yvresse
1	wh2_dlc15_item_abilities_lucky_banner	wh2_dlc15_item_abilities_lucky_banner
1	wh2_dlc15_item_abilities_vine_dragon_scale	wh2_dlc15_item_abilities_vine_dragon_scale
1	wh2_dlc15_lord_abilities_da_great_un_iz_ere	wh2_dlc15_lord_abilities_da_great_un_iz_ere
1	wh2_dlc15_lord_abilities_dont_even_try_it	wh2_dlc15_lord_abilities_dont_even_try_it
1	wh2_dlc15_lord_abilities_dragonhorn	wh2_dlc15_lord_abilities_dragonhorn
1	wh2_dlc15_abilities_fermented_fungi	wh2_dlc15_lord_abilities_fermented_fungi
1	wh2_dlc15_lord_abilities_lord_of_dragons	wh2_dlc15_lord_abilities_lord_of_dragons
1	wh2_dlc15_lord_abilities_smash_em_faster	wh2_dlc15_lord_abilities_smash_em_faster
1	wh2_dlc15_lord_abilities_youre_next	wh2_dlc15_lord_abilities_youre_next
1	wh2_dlc15_lord_passive_best_of_da_best	wh2_dlc15_lord_passive_best_of_da_best
1	wh2_dlc15_lord_passive_language_of_da_boyz	wh2_dlc15_lord_passive_language_of_da_boyz
1	wh2_dlc15_lord_passive_mistwalkers_barrage	wh2_dlc15_lord_passive_mistwalkers_barrage
1	wh2_dlc15_lord_abilities_wardens_stand	wh2_dlc15_lord_passive_wardens_stand
1	wh2_dlc10_lord_passive_blood_frenzy_1	wh2_dlc15_quest_passive_blood_frenzy
2	wh2_dlc10_lord_passive_blood_frenzy_2	wh2_dlc15_quest_passive_blood_frenzy
3	wh2_dlc10_lord_passive_blood_frenzy_3	wh2_dlc15_quest_passive_blood_frenzy
1	wh2_dlc15_unit_abilities_exploding_unit	wh2_dlc15_unit_abilities_exploding_unit
1	wh2_dlc15_unit_abilities_mighty_roar	wh2_dlc15_unit_abilities_mighty_roar
1	wh2_dlc15_unit_abilities_mimic_cold_blooded	wh2_dlc15_unit_abilities_mimic_cold_blooded
1	wh2_main_lord_abilities_feint_and_reposte	wh2_dlc15_unit_abilities_mimic_feint_and_riposte
1	wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith	wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith
1	wh2_dlc15_army_abilities_groms_big_waaagh	wh2_dlc15_unit_abilities_mimic_grom_waaagh
1	wh_pro04_unit_abilities_loecs_shroud	wh2_dlc15_unit_abilities_mimic_loecs_shroud
1	wh2_main_faction_abilities_murderous_mastery	wh2_dlc15_unit_abilities_mimic_murderous_prowess
1	wh2_dlc15_unit_active_mimic_ruinshelter	wh2_dlc15_unit_abilities_mimic_ruinshelter
1	wh2_dlc15_army_abilities_waaagh	wh2_dlc15_unit_abilities_mimic_waaagh
1	wh2_dlc15_unit_abilities_rock_bottom	wh2_dlc15_unit_abilities_rock_bottom
1	wh2_dlc15_unit_passive_unending_volley	wh2_dlc15_unit_abilities_unending_volley
1	wh2_main_unit_passive_rebirth_buffer	wh2_dlc15_unit_passive_fiery_rebirth
2	wh2_main_unit_passive_rebirth	wh2_dlc15_unit_passive_fiery_rebirth
1	wh2_dlc15_unit_passive_ghostly_protection	wh2_dlc15_unit_passive_ghostly_protection
1	wh2_dlc15_unit_passive_giant_explodin_spores	wh2_dlc15_unit_passive_giant_explodin_spores
1	wh2_dlc15_unit_passive_grim_discipline	wh2_dlc15_unit_passive_grim_discipline
1	wh2_dlc15_unit_passive_heavy_ammo	wh2_dlc15_unit_passive_heavy_ammo
1	wh2_dlc15_unit_passive_ignore_pain	wh2_dlc15_unit_passive_ignore_pain
1	wh2_dlc15_unit_passive_immense_power	wh2_dlc15_unit_passive_immense_power
1	wh2_dlc15_unit_passive_journeys_end	wh2_dlc15_unit_passive_journeys_end
1	wh_dlc08_unit_abilities_berserk_i	wh2_dlc15_unit_passive_mimic_berserk
2	wh_dlc08_unit_abilities_berserk_ii	wh2_dlc15_unit_passive_mimic_berserk
3	wh_dlc08_unit_abilities_berserk_iii	wh2_dlc15_unit_passive_mimic_berserk
1	wh_dlc03_unit_passive_bloodgreed	wh2_dlc15_unit_passive_mimic_bloodgreed
1	wh2_dlc15_unit_passive_mimic_ethereal	wh2_dlc15_unit_passive_mimic_ethereal
1	wh2_dlc11_unit_passive_extra_powder	wh2_dlc15_unit_passive_mimic_extra_powder
1	wh2_dlc15_unit_passive_mimic_forest_walker	wh2_dlc15_unit_passive_mimic_forest_walker
1	wh_dlc06_unit_passive_liquid_fortification	wh2_dlc15_unit_passive_mimic_liquid_fortification
1	wh_dlc03_unit_passive_primal_fury	wh2_dlc15_unit_passive_mimic_primal_fury
1	wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc15_unit_passive_mimic_realm_of_souls_1
1	wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc15_unit_passive_mimic_realm_of_souls_2
1	wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc15_unit_passive_mimic_realm_of_souls_3
1	wh2_main_unit_passive_scurry_away	wh2_dlc15_unit_passive_mimic_scurry_away
1	wh2_main_unit_passive_strength_in_numbers	wh2_dlc15_unit_passive_mimic_strength_in_numbers
1	wh_main_lord_passive_the_blessing_of_the_lady	wh2_dlc15_unit_passive_mimic_the_blessing_of_the_lady
1	wh2_dlc15_unit_passive_monstrous_disease	wh2_dlc15_unit_passive_monstrous_disease
1	wh2_dlc15_unit_passive_nightgoblin_poison	wh2_dlc15_unit_passive_nightgoblin_poison
1	wh2_dlc15_unit_passive_omen_of_hope	wh2_dlc15_unit_passive_omen_of_hope
1	wh2_dlc15_unit_passive_overwhelming_odour	wh2_dlc15_unit_passive_overwhelming_odour
1	wh2_dlc15_unit_passive_padded_shield	wh2_dlc15_unit_passive_padded_shield
1	wh2_dlc15_unit_passive_pump_harder_ladz	wh2_dlc15_unit_passive_pump_harder_ladz
1	wh2_dlc15_unit_passive_regeneration_map	wh2_dlc15_unit_passive_regeneration_map
1	wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	wh2_dlc15_unit_passive_rubble_and_ruin_tier_1
2	wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	wh2_dlc15_unit_passive_rubble_and_ruin_tier_2
3	wh2_dlc15_unit_passive_rubble_and_ruin_tier_3	wh2_dlc15_unit_passive_rubble_and_ruin_tier_3
1	wh2_dlc15_unit_passive_sorcery_weapon	wh2_dlc15_unit_passive_sorcery_weapon
1	wh2_dlc15_unit_passive_spiky_skin	wh2_dlc15_unit_passive_spiky_skin
1	wh2_dlc15_unit_passive_spirit_of_gork_or_mork	wh2_dlc15_unit_passive_spirit_of_gork_or_mork
1	wh2_dlc15_unit_passive_thermal_thorax	wh2_dlc15_unit_passive_thermal_thorax
1	wh2_dlc15_weapon_abilities_axe_of_grom	wh2_dlc15_weapon_abilities_axe_of_grom
1	wh2_dlc15_weapon_abilities_fangsword_of_eltharion	wh2_dlc15_weapon_abilities_fangsword_of_eltharion
1	wh2_dlc15_weapon_abilities_star_lance	wh2_dlc15_weapon_abilities_star_lance
1	wh2_dlc15_weapon_passive_slaggas_slashas	wh2_dlc15_weapon_passive_slaggas_slashas
1	wh2_main_army_abilities_channeling_spire	wh2_main_army_abilities_channeling_spire
1	wh2_main_army_abilities_dark_conduit	wh2_main_army_abilities_dark_conduit
1	wh2_main_army_abilities_eshin_clanstone	wh2_main_army_abilities_eshin_clanstone
1	wh2_main_army_abilities_holy_stela	wh2_main_army_abilities_holy_stela
1	wh2_main_army_abilities_lure_of_the_pale_queen	wh2_main_army_abilities_lure_of_the_pale_queen
1	wh2_main_army_abilities_mors_clanstone	wh2_main_army_abilities_mors_clanstone
1	wh2_main_army_abilities_moulder_clanstone	wh2_main_army_abilities_moulder_clanstone
1	wh2_main_army_abilities_pestilens_clanstone	wh2_main_army_abilities_pestilens_clanstone
1	wh2_main_army_abilities_skyre_clanstone	wh2_main_army_abilities_skyre_clanstone
1	wh2_main_army_abilities_temple_of_mists	wh2_main_army_abilities_temple_of_mists
1	wh2_main_banner_passive_battle_banner	wh2_main_banner_passive_battle_banner
1	wh2_main_banner_passive_sacred_banner_of_the_horned_rat	wh2_main_banner_passive_sacred_banner_of_the_horned_rat
1	wh2_main_banner_passive_storm_banner	wh2_main_banner_passive_storm_banner
1	wh2_main_character_abilities_assassins_trophy	wh2_main_character_abilities_assassins_trophy
1	wh2_main_character_abilities_black_lotus	wh2_main_character_abilities_black_lotus
1	wh2_main_character_abilities_cold_blooded	wh2_main_character_abilities_cold_blooded
1	wh2_main_unit_abilities_concealment_bombs	wh2_main_character_abilities_concealment_bombs
1	wh2_main_character_abilities_dark_venom	wh2_main_character_abilities_dark_venom
1	wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_character_abilities_shield_of_the_old_ones
1	wh2_main_character_abilities_swiftness_of_itzl	wh2_main_character_abilities_swiftness_of_itzl
1	wh2_main_character_abilities_verminous_valour	wh2_main_character_abilities_verminous_valour
1	wh2_main_character_abilities_witchbrew	wh2_main_character_abilities_witchbrew
1	wh2_main_character_passive_aura_of_pestilence	wh2_main_character_passive_aura_of_pestilence
1	wh2_main_character_passive_darken_the_skies	wh2_main_character_passive_darken_the_skies
1	wh2_main_character_passive_fallen_mages	wh2_main_character_passive_fallen_mages
1	wh2_main_character_passive_grand_arcane_conduit	wh2_main_character_passive_grand_arcane_conduit
1	wh2_main_character_passive_horn_of_isha	wh2_main_character_passive_horn_of_isha
1	wh2_main_character_passive_loose	wh2_main_character_passive_loose
1	wh2_main_faction_abilities_murderous_mastery	wh2_main_faction_abilities_murderous_mastery
1	wh2_main_faction_abilities_murderous_prowess	wh2_main_faction_abilities_murderous_prowess
1	wh2_main_faction_abilities_murderous_prowess_indicator	wh2_main_faction_abilities_murderous_prowess_indicator
1	wh2_main_item_abilities_amulet_of_itzl	wh2_main_item_abilities_amulet_of_itzl
1	wh2_main_item_abilities_armour_of_the_stars	wh2_main_item_abilities_armour_of_the_stars
1	wh2_main_item_abilities_aura_of_quetzl	wh2_main_item_abilities_aura_of_quetzl
1	wh2_main_item_abilities_blade_of_bel_korhadris	wh2_main_item_abilities_blade_of_bel_korhadris
1	wh2_main_item_abilities_blood_statuette_of_spite	wh2_main_item_abilities_blood_statuette_of_spite
1	wh2_main_item_abilities_book_of_hoeth	wh2_main_item_abilities_book_of_hoeth
1	wh2_main_item_abilities_cube_of_darkness	wh2_main_item_abilities_cube_of_darkness
1	wh2_main_item_abilities_dragonhorn	wh2_main_item_abilities_dragonhorn
1	wh2_main_item_abilities_pearl_of_infinite_bleakness	wh2_main_item_abilities_pearl_of_infinite_bleakness
1	wh2_main_item_abilities_plaque_of_dominion	wh2_main_item_abilities_plaque_of_dominion
1	wh2_main_item_abilities_rival_hide_talisman	wh2_main_item_abilities_rival_hide_talisman
1	wh2_main_item_abilities_rod_of_corruption	wh2_main_item_abilities_rod_of_corruption
1	wh2_main_item_abilities_scroll_of_hoeth	wh2_main_item_abilities_scroll_of_hoeth
1	wh2_main_item_abilities_scrying_stone	wh2_main_item_abilities_scrying_stone
1	wh2_main_item_abilities_skalm	wh2_main_item_abilities_skalm
1	wh2_main_item_abilities_skavenbrew	wh2_main_item_abilities_skavenbrew
1	wh2_main_item_abilities_starwood_staff	wh2_main_item_abilities_starwood_staff
1	wh2_main_item_abilities_talisman_of_loec	wh2_main_item_abilities_talisman_of_loec
1	wh2_main_item_abilities_the_bane_shield	wh2_main_item_abilities_the_bane_shield
1	wh2_main_item_abilities_the_guiding_eye	wh2_main_item_abilities_the_guiding_eye
1	wh2_main_item_abilities_the_horn_of_kygor	wh2_main_item_abilities_the_horn_of_kygor
1	wh2_main_item_abilities_the_liber_bubonicus	wh2_main_item_abilities_the_liber_bubonicus
1	wh2_main_item_abilities_the_tricksters_pendant	wh2_main_item_abilities_the_tricksters_pendant
1	wh2_main_item_abilities_the_vortex_shard	wh2_main_item_abilities_the_vortex_shard
1	wh2_main_item_abilities_warpstorm_scroll	wh2_main_item_abilities_warpstorm_scroll
1	wh2_main_item_abilities_worlds_edge_armour	wh2_main_item_abilities_worlds_edge_armour
1	wh2_main_item_passive_blessed_tome	wh2_main_item_passive_blessed_tome
1	wh2_main_item_passive_circlet_of_iron	wh2_main_item_passive_circlet_of_iron
1	wh2_main_item_passive_curse_charm_of_tepok	wh2_main_item_passive_curse_charm_of_tepok
1	wh2_main_item_passive_darkstar_cloak	wh2_main_item_passive_darkstar_cloak
1	wh2_main_item_passive_diamond_guardian_phoenix	wh2_main_item_passive_diamond_guardian_phoenix
1	wh2_main_item_passive_enchanted_spyglass	wh2_main_item_passive_enchanted_spyglass
1	wh2_main_unit_passive_rebirth_buffer	wh2_main_item_passive_heart_of_averlorn
2	wh2_main_item_passive_heart_of_averlorn	wh2_main_item_passive_heart_of_averlorn
1	wh2_main_item_passive_loremasters_cloak	wh2_main_item_passive_loremasters_cloak
1	wh2_main_item_passive_pipes_of_piebald	wh2_main_item_passive_pipes_of_piebald
1	wh2_main_item_passive_portents_of_verminous_doom	wh2_main_item_passive_portents_of_verminous_doom
1	wh2_main_item_passive_ring_of_hotek	wh2_main_item_passive_ring_of_hotek
1	wh2_main_item_passive_ruby_guardian_phoenix	wh2_main_item_passive_ruby_guardian_phoenix
1	wh2_main_item_passive_sacred_incense	wh2_main_item_passive_sacred_incense
1	wh2_main_item_passive_sapphire_guardian_phoenix	wh2_main_item_passive_sapphire_guardian_phoenix
1	wh2_main_item_passive_shadow_magnet_trinket	wh2_main_item_passive_shadow_magnet_trinket
1	wh2_main_item_passive_shield_of_distraction	wh2_main_item_passive_shield_of_distraction
1	wh2_main_item_passive_shield_of_ghrond	wh2_main_item_passive_shield_of_ghrond
1	wh2_main_item_passive_sunburst_standard_of_hexoatl	wh2_main_item_passive_sunburst_standard_of_hexoatl
1	wh2_main_item_passive_supreme_spellshield	wh2_main_item_passive_supreme_spellshield
1	wh2_main_unit_passive_rebirth_buffer	wh2_main_item_passive_the_book_of_the_phoenix
2	wh2_main_item_passive_the_book_of_the_phoenix	wh2_main_item_passive_the_book_of_the_phoenix
1	wh2_main_item_passive_war_drum_of_xahutec	wh2_main_item_passive_war_drum_of_xahutec
1	wh2_main_item_passive_warp_shard_armour	wh2_main_item_passive_warp_shard_armour
1	wh2_main_item_passive_warpstone_armour	wh2_main_item_passive_warpstone_armour
1	wh2_main_lord_abilities_feint_and_reposte	wh2_main_lord_abilities_feint_and_reposte
1	wh2_main_lord_abilities_potion_of_charoi	wh2_main_lord_abilities_potion_of_charoi
1	wh2_main_lord_abilities_sacred_spawning_of_xhotl	wh2_main_lord_abilities_sacred_spawning_of_xhotl
1	wh2_main_lord_abilities_trophy_heads	wh2_main_lord_abilities_trophy_heads
1	wh2_main_lord_passive_enchanting_beauty	wh2_main_lord_passive_enchanting_beauty
1	wh2_main_lord_passive_glamour_of_hoeth	wh2_main_lord_passive_glamour_of_hoeth
1	wh2_main_lord_passive_kindle_the_fury	wh2_main_lord_passive_kindle_the_fury
1	wh2_main_lord_passive_strength_through_spite	wh2_main_lord_passive_strength_through_spite
1	wh2_main_lore_passive_musk_of_fear	wh2_main_lore_passive_musk_of_fear
1	wh2_main_lore_passive_plague_rash	wh2_main_lore_passive_plague_rash
1	wh2_main_lore_passive_shield_of_saphery	wh2_main_lore_passive_shield_of_saphery
1	wh2_main_lore_passive_spiteful_conjuration	wh2_main_lore_passive_spiteful_conjuration
1	wh2_main_mount_abilities_unholy_clamour	wh2_main_mount_abilities_unholy_clamour
1	wh2_main_mount_passive_billowing_death	wh2_main_mount_passive_billowing_death
1	wh2_main_mount_passive_wall_of_unholy_sound	wh2_main_mount_passive_wall_of_unholy_sound
1	wh2_main_spell_bound_black_staff	wh2_main_spell_bound_black_staff
1	wh2_main_spell_bound_embers_of_the_phoenix	wh2_main_spell_bound_embers_of_the_phoenix
1	wh2_main_spell_bound_radiant_gem_of_hoeth	wh2_main_spell_bound_radiant_gem_of_hoeth
1	wh2_main_spell_bound_ring_of_corin	wh2_main_spell_bound_ring_of_corin
1	wh2_main_spell_bound_the_seerstaff_of_saphery	wh2_main_spell_bound_the_seerstaff_of_saphery
1	wh2_main_spell_bound_whip_of_agony	wh2_main_spell_bound_whip_of_agony
1	wh2_main_spell_dark_magic_power_of_darkness	wh2_main_spell_dark_magic_power_of_darkness
1	wh2_main_spell_dark_magic_soul_stealer	wh2_main_spell_dark_magic_soul_stealer
1	wh2_main_spell_dark_magic_word_of_pain	wh2_main_spell_dark_magic_word_of_pain
1	wh2_main_spell_dark_magic_word_of_pain_upgraded	wh2_main_spell_dark_magic_word_of_pain_upgraded
1	wh2_main_spell_high_magic_apotheosis	wh2_main_spell_high_magic_apotheosis
1	wh2_main_spell_high_magic_apotheosis	wh2_main_spell_high_magic_apotheosis_upgraded
1	wh2_main_spell_high_magic_arcane_unforging	wh2_main_spell_high_magic_arcane_unforging
1	wh2_main_spell_high_magic_arcane_unforging_upgraded	wh2_main_spell_high_magic_arcane_unforging_upgraded
1	wh2_main_spell_high_magic_hand_of_glory	wh2_main_spell_high_magic_hand_of_glory
1	wh2_main_spell_high_magic_hand_of_glory_upgraded	wh2_main_spell_high_magic_hand_of_glory_upgraded
1	wh2_main_spell_high_magic_tempest	wh2_main_spell_high_magic_tempest
1	wh2_main_spell_high_magic_tempest_upgraded	wh2_main_spell_high_magic_tempest_upgraded
1	wh2_main_spell_plague_bless_with_filth	wh2_main_spell_plague_bless_with_filth
1	wh2_main_spell_plague_bless_with_filth_upgraded	wh2_main_spell_plague_bless_with_filth_upgraded
1	wh2_main_spell_plague_wither	wh2_main_spell_plague_wither
1	wh2_main_spell_plague_wither_upgraded	wh2_main_spell_plague_wither_upgraded
1	wh2_main_spell_ruin_death_frenzy	wh2_main_spell_ruin_death_frenzy
1	wh2_main_spell_ruin_death_frenzy	wh2_main_spell_ruin_death_frenzy_upgraded
1	wh2_main_spell_ruin_howling_warpgale	wh2_main_spell_ruin_howling_warpgale
1	wh2_main_spell_ruin_howling_warpgale_upgraded	wh2_main_spell_ruin_howling_warpgale_upgraded
1	wh2_main_spell_ruin_skitterleap	wh2_main_spell_ruin_skitterleap
1	wh2_main_spell_ruin_skitterleap_upgraded	wh2_main_spell_ruin_skitterleap_upgraded
1	wh2_main_unit_abilities_concealment_bombs	wh2_main_unit_abilities_concealment_bombs
1	wh2_main_unit_abilities_fury_of_khaine	wh2_main_unit_abilities_fury_of_khaine
1	wh2_main_unit_abilities_hidden_blade	wh2_main_unit_abilities_hidden_blade
1	wh2_main_unit_abilities_revivification_crystal	wh2_main_unit_abilities_revivification_crystal
1	wh2_main_unit_passive_another_takes_its_place	wh2_main_unit_passive_another_takes_its_place
1	wh2_main_unit_passive_attuned_to_magic	wh2_main_unit_passive_attuned_to_magic
1	wh2_main_unit_passive_blizzard_aura	wh2_main_unit_passive_blizzard_aura
1	wh2_main_unit_passive_bloodshield_of_khaine	wh2_main_unit_passive_bloodshield_of_khaine
1	wh2_main_unit_passive_martial_mastery	wh2_main_unit_passive_martial_mastery
1	wh2_main_unit_passive_martial_prowess	wh2_main_unit_passive_martial_prowess
1	wh2_main_unit_passive_primal_instincts	wh2_main_unit_passive_primal_instincts
1	wh2_main_unit_passive_rebirth_buffer	wh2_main_unit_passive_rebirth
2	wh2_main_unit_passive_rebirth	wh2_main_unit_passive_rebirth
1	wh2_main_unit_passive_scurry_away	wh2_main_unit_passive_scurry_away
1	wh2_main_unit_passive_snare_net	wh2_main_unit_passive_snare_net
1	wh2_main_unit_passive_strength_in_numbers	wh2_main_unit_passive_strength_in_numbers
1	wh2_main_unit_passive_rebirth_buffer	wh2_main_unit_passive_too_horrible_to_die
2	wh2_main_unit_passive_too_horrible_to_die	wh2_main_unit_passive_too_horrible_to_die
1	wh2_main_unit_passive_unbinding_clanrats	wh2_main_unit_passive_unbinding_clanrats
2	wh_main_unit_passive_unbinding_weak_rat	wh2_main_unit_passive_unbinding_clanrats
3	wh_main_unit_passive_unbinding_critical_rat	wh2_main_unit_passive_unbinding_clanrats
1	wh2_main_unit_passive_unbinding_clanrats_small	wh2_main_unit_passive_unbinding_clanrats_small
2	wh_main_unit_passive_unbinding_weak_rat	wh2_main_unit_passive_unbinding_clanrats_small
3	wh_main_unit_passive_unbinding_critical_rat	wh2_main_unit_passive_unbinding_clanrats_small
1	wh2_main_unit_passive_unbinding_great_eagle	wh2_main_unit_passive_unbinding_great_eagle
2	wh_main_unit_passive_unbinding_weak_eagle	wh2_main_unit_passive_unbinding_great_eagle
3	wh_main_unit_passive_unbinding_critical_eagle	wh2_main_unit_passive_unbinding_great_eagle
1	wh2_main_unit_passive_unbinding_plague_monks	wh2_main_unit_passive_unbinding_plague_monks
2	wh_main_unit_passive_unbinding_weak_rat	wh2_main_unit_passive_unbinding_plague_monks
3	wh_main_unit_passive_unbinding_critical_rat	wh2_main_unit_passive_unbinding_plague_monks
1	wh2_main_unit_passive_unbinding_skaven_slaves	wh2_main_unit_passive_unbinding_skaven_slaves
2	wh_main_unit_passive_unbinding_weak_rat	wh2_main_unit_passive_unbinding_skaven_slaves
3	wh_main_unit_passive_unbinding_critical_rat	wh2_main_unit_passive_unbinding_skaven_slaves
1	wh2_main_unit_passive_unbinding_skink_priest	wh2_main_unit_passive_unbinding_skink_priest
2	wh_main_unit_passive_unbinding_weak	wh2_main_unit_passive_unbinding_skink_priest
3	wh_main_unit_passive_unbinding_critical	wh2_main_unit_passive_unbinding_skink_priest
1	wh2_main_weapon_abilities_dwarf_gouger	wh2_main_weapon_abilities_dwarf_gouger
1	wh2_main_weapon_abilities_hydra_blade	wh2_main_weapon_abilities_hydra_blade
1	wh2_main_weapon_abilities_sword_of_teclis	wh2_main_weapon_abilities_sword_of_teclis
1	wh2_main_weapon_abilities_web_of_shadows	wh2_main_weapon_abilities_web_of_shadows
1	wh2_main_weapon_bound_winged_staff	wh2_main_weapon_bound_winged_staff
1	wh2_main_weapon_passive_chillblade	wh2_main_weapon_passive_chillblade
1	wh2_main_weapon_passive_destroyer	wh2_main_weapon_passive_destroyer
1	wh2_main_weapon_passive_heartrender_and_the_darksword	wh2_main_weapon_passive_heartrender_and_the_darksword
1	wh2_pro08_character_abilities_gotrek_doom	wh2_pro08_character_abilities_gotrek_doom
1	wh2_pro08_character_abilities_helping_hand	wh2_pro08_character_abilities_helping_hand
1	wh2_pro08_character_passive_blood_oath	wh2_pro08_character_passive_blood_oath
1	wh2_pro08_character_passive_heroic_fortitude	wh2_pro08_character_passive_heroic_fortitude
1	wh2_pro08_weapon_abilities_karaghul	wh2_pro08_weapon_abilities_karaghul
1	wh2_pro08_weapon_abilities_rune_axe_of_gotrek	wh2_pro08_weapon_abilities_rune_axe_of_gotrek
1	wh_dlc01_banner_passive_blasted_standard	wh_dlc01_banner_passive_blasted_standard
1	wh_dlc01_item_passive_helm_of_many_eyes	wh_dlc01_item_passive_helm_of_many_eyes
1	wh_dlc01_item_passive_the_crown_of_domination	wh_dlc01_item_passive_the_crown_of_domination
1	wh_dlc01_unit_passive_unbinding_chaos_spawn	wh_dlc01_unit_passive_unbinding_chaos_spawn
2	wh_main_unit_passive_unbinding_weak_large	wh_dlc01_unit_passive_unbinding_chaos_spawn
3	wh_main_unit_passive_unbinding_critical_large	wh_dlc01_unit_passive_unbinding_chaos_spawn
1	wh_dlc01_weapon_abilities_starcrusher	wh_dlc01_weapon_abilities_starcrusher
1	wh_dlc01_weapon_abilities_sword_of_change	wh_dlc01_weapon_abilities_sword_of_change
