unit_abilities_tables
16
key	requires_effect_enabling	icon-name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
wh2_dlc13_unit_abilities_bathed_in_blood	False	wh2_dlc13_unit_abilities_bathed_in_blood		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc13_unit_abilities_blinding_radiance	False	wh2_dlc13_unit_abilities_blinding_radiance		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc13_unit_abilities_emergency_vent	False	wh2_dlc13_unit_abilities_emergency_vent		wh_type_explosion		wh_main_anc_group_common	True	False	unit		False
wh2_dlc13_unit_passive_dread_aversion	False	wh2_dlc13_unit_passive_dread_aversion		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc13_unit_passive_grim_resolve	False	wh2_dlc13_unit_passive_grim_resolve		wh_type_area_of_augments		wh_main_anc_group_common	True	False	unit		False
wh2_dlc13_unit_passive_kaboom	False	wh2_dlc13_unit_passive_kaboom		wh_type_explosion		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc13_weapon_abilities_amber_bow	False	wh2_dlc13_weapon_abilities_amber_bow		wh_type_magic_missiles		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_averland_runefang	False	wh2_dlc13_weapon_abilities_averland_runefang		wh_type_hex		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_drakwald_runefang	False	wh2_dlc13_weapon_abilities_drakwald_runefang		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_hochland_runefang	False	wh2_dlc13_weapon_abilities_hochland_runefang		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_mace_of_ulumak	False	wh2_dlc13_weapon_abilities_mace_of_ulumak		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_nordland_runefang	False	wh2_dlc13_weapon_abilities_nordland_runefang		wh_type_area_of_direct_damage		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_ostermark_runefang	False	wh2_dlc13_weapon_abilities_ostermark_runefang		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_ostland_runefang	False	wh2_dlc13_weapon_abilities_ostland_runefang		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_talabecland_runefang	False	wh2_dlc13_weapon_abilities_talabecland_runefang		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_abilities_wissenland_runefang	False	wh2_dlc13_weapon_abilities_wissenland_runefang		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_passive_solland_runefang	False	wh2_dlc13_weapon_passive_solland_runefang		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc13_weapon_passive_stirland_runefang	False	wh2_dlc13_weapon_passive_stirland_runefang		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc14_character_abilities_cracklebomb	True	wh2_dlc14_character_abilities_cracklebomb		wh_type_magic_missile		wh_main_anc_group_uncommon	True	False	character		False
wh2_dlc14_character_abilities_from_the_shadows	True	wh2_main_character_abilities_assassins_trophy		wh_type_area_of_augments		wh_main_anc_group_common	True	False	character		False
wh2_dlc14_character_passive_discombobulate	False	wh2_main_character_abilities_verminous_valour		wh_type_area_of_hexes		wh_main_anc_group_rare	False	True	character		False
wh2_dlc14_final_battle_ability_summon_snikch	False	wh2_dlc10_lord_abilities_mislead		wh_type_augment		wh_main_anc_group_rare	False	True	army		False
wh2_dlc14_item_passive_idol_of_darkness	False	wh_magic_item_passive_talisman		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item		False
wh2_dlc14_item_passive_the_cloak_of_shadows	False	wh2_dlc14_item_passive_the_cloak_of_shadows		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item		False
wh2_dlc14_lord_abilities_beastslaver	True	wh2_dlc14_lord_abilities_beastslaver		wh_type_augment		wh_main_anc_group_common	True	False	lord		False
wh2_dlc14_lord_abilities_bloodstorm	False	wh2_dlc14_lord_abilities_bloodstorm		wh_type_augment		wh_main_anc_group_common	False	False	lord		False
wh2_dlc14_lord_abilities_deathmasters_sigil	True	wh2_dlc14_lord_abilities_deathmasters_sigil		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc14_lord_abilities_halo_of_maidenly_wrath	True	wh2_dlc14_lord_abilities_halo_of_maidenly_wrath		wh_type_explosion		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc14_lord_abilities_looming_dread	True	wh2_dlc14_lord_abilities_looming_dread		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc14_lord_abilities_reaper_of_souls	False	wh2_dlc14_lord_abilities_reaper_of_souls		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	False	False	lord		False
wh2_dlc14_lord_abilities_the_blood_price	False	wh2_dlc14_lord_abilities_the_blood_price		wh_type_augment		wh_main_anc_group_uncommon	False	False	lord		False
wh2_dlc14_lord_abilities_the_daemons_curse	False	wh2_dlc14_lord_abilities_the_daemons_curse		wh_type_area_of_hexes		wh_main_anc_group_common	False	False	lord		False
wh2_dlc14_lord_abilities_tzarkan	True	wh2_dlc14_lord_abilities_tzarkan		wh_type_transform		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lord_abilities_tzarkan_mp	False	wh2_dlc14_lord_abilities_tzarkan		wh_type_transform		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lord_abilities_tzarkan_snikch	True	wh2_dlc14_lord_abilities_tzarkan_snikch		wh_type_augment		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lord_abilities_tzarkan_spite	True	wh2_dlc14_lord_abilities_tzarkan		wh_type_transform		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lord_abilities_tzarkan_spite_mp	False	wh2_dlc14_lord_abilities_tzarkan		wh_type_transform		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lord_abilities_whiplash	True	wh2_dlc14_lord_abilities_whiplash		wh_type_augment		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc14_lord_passive_fleur_de_lys_banner	True	wh2_dlc14_item_passive_fleur_de_lys_banner		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	lord		False
wh2_dlc14_lord_passive_tzarkan	False	wh2_dlc14_lord_passive_tzarkan		wh_type_augment		wh_main_anc_group_rare	False	False	lord		False
wh2_dlc14_lore_passive_toxic_rain	True	wh2_dlc14_lore_passive_toxic_rain		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	lore		False
wh2_dlc14_spell_bound_warpfireball	False	wh2_dlc14_spell_bound_warpfireball		wh_type_magic_missile		wh_main_anc_group_common	True	False	bound		False
wh2_dlc14_spell_grey_seer_the_dreaded_thirteenth_spell_upgraded	True	wh2_main_spell_plague_the_dreaded_thirteenth_spell		wh_type_explosion	spell_previews/plague/wh2_main_spell_plague_the_dreaded_thirteenth_spell	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_ruin_flensing_ruin	True	wh2_dlc14_spell_ruin_flensing_ruin	wh2_dlc14_spell_ruin_flensing_ruin_upgraded	wh_type_area_of_direct_damage	spell_previews/ruin/wh2_dlc14_spell_ruin_flensing_ruin	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	True	wh2_dlc14_spell_ruin_flensing_ruin		wh_type_area_of_direct_damage	spell_previews/ruin/wh2_dlc14_spell_ruin_flensing_ruin	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_stealth_armour_of_darkness	True	wh2_dlc14_spell_stealth_armour_of_darkness	wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	wh_type_augment	spell_previews/stealth/wh2_dlc14_spell_stealth_armour_of_darkness	wh_main_anc_group_uncommon	True	False	spell		False
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	True	wh2_dlc14_spell_stealth_armour_of_darkness		wh_type_area_of_augments	spell_previews/stealth/wh2_dlc14_spell_stealth_armour_of_darkness	wh_main_anc_group_uncommon	True	False	spell		False
wh2_dlc14_spell_stealth_black_whirlwind	True	wh2_dlc14_spell_stealth_black_whirlwind	wh2_dlc14_spell_stealth_black_whirlwind_upgraded	wh_type_vortex	spell_previews/stealth/wh2_dlc14_spell_stealth_black_whirlwind	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	True	wh2_dlc14_spell_stealth_black_whirlwind		wh_type_vortex	spell_previews/stealth/wh2_dlc14_spell_stealth_black_whirlwind	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_stealth_brittle_bone	True	wh2_dlc14_spell_stealth_brittle_bone	wh2_dlc14_spell_stealth_brittle_bone_upgraded	wh_type_hex	spell_previews/stealth/wh2_dlc14_spell_stealth_brittle_bones	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_stealth_brittle_bone_upgraded	True	wh2_dlc14_spell_stealth_brittle_bone		wh_type_area_of_hexes	spell_previews/stealth/wh2_dlc14_spell_stealth_brittle_bones	wh_main_anc_group_rare	True	False	spell		False
wh2_dlc14_spell_stealth_veil_of_shadows	True	wh2_dlc14_spell_stealth_veil_of_shadows	wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	wh_type_vortex	spell_previews/stealth/wh2_dlc14_spell_stealth_veil_of_shadows	wh_main_anc_group_uncommon	True	False	spell		False
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	True	wh2_dlc14_spell_stealth_veil_of_shadows		wh_type_vortex	spell_previews/stealth/wh2_dlc14_spell_stealth_veil_of_shadows	wh_main_anc_group_uncommon	True	False	spell		False
wh2_dlc14_spell_stealth_warp_stars	True	wh2_dlc14_spell_stealth_warp_stars	wh2_dlc14_spell_stealth_warp_stars_upgraded	wh_type_magic_missiles	spell_previews/stealth/wh2_dlc14_spell_stealth_warp_stars	wh_main_anc_group_common	True	False	spell		False
wh2_dlc14_spell_stealth_warp_stars_upgraded	True	wh2_dlc14_spell_stealth_warp_stars		wh_type_magic_missiles	spell_previews/stealth/wh2_dlc14_spell_stealth_warp_stars	wh_main_anc_group_common	True	False	spell		False
wh2_dlc14_unit_abilities_doppelgang	False	wh2_dlc14_unit_abilities_doppelgang		wh_type_hiding		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_abilities_seismic_snare	False	wh2_dlc14_unit_abilities_seismic_snare		wh_type_area_of_hexes		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_unit_abilities_wail_of_malice	False	wh2_dlc14_unit_abilities_wail_of_malice		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_abilities_warp_quake	False	wh2_dlc14_unit_abilities_warp_quake		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_passive_aura_of_agony	False	wh2_dlc14_unit_passive_aura_of_agony		wh_type_area_of_hexes		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_unit_passive_aura_of_ardour	False	wh2_dlc14_unit_passive_aura_of_ardour		wh_type_area_of_augments		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_unit_passive_barbed_net	False	wh2_dlc14_unit_passive_barbed_net		wh_type_hex		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_passive_crowfeast	False	wh2_dlc14_unit_passive_crowfeast		wh_type_regeneration		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_passive_duck_and_weave	False	wh2_dlc14_unit_passive_duck_and_weave		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc14_unit_passive_unbinding_eshin_triads_ror	False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_unit_passive_unbinding_stormvermin_0	False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_unit_passive_unbinding_stormvermin_1	False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit		False
wh2_dlc14_weapon_abilities_sword_of_lyonesse	False	wh2_dlc14_weapon_abilities_sword_of_lyonesse		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	False	wh2_dlc14_weapon_abilities_whirl_of_weeping_blades		wh_type_vortex		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc14_weapon_passive_warpsword_of_khaine	False	wh_magic_item_passive_weapon		wh_type_augment		wh_main_anc_group_unique	True	False	weapon		False
wh2_dlc15_army_abilities_azhags_big_waaagh	True	wh2_dlc15_army_abilities_azhags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_big_waaagh	False
wh2_dlc15_army_abilities_azhags_waaagh	True	wh2_dlc15_army_abilities_azhags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_army_abilities_big_waaagh	True	wh2_dlc15_army_abilities_big_waaagh		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_army_abilities_doom_diver_strike	False	wh2_dlc15_army_abilities_doom_diver_strike		wh_type_bombardment		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_doom_diver_strike_enhanced	False	wh2_dlc15_army_abilities_doom_diver_strike		wh_type_bombardment		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_envelop_in_mist	False	wh2_dlc15_army_abilities_envelop_in_mist		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_flood_trap	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_wind		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_grimgors_big_waaagh	True	wh2_dlc15_army_abilities_grimgors_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_big_waaagh	False
wh2_dlc15_army_abilities_grimgors_waaagh	True	wh2_dlc15_army_abilities_grimgors_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_army_abilities_groms_big_waaagh	True	wh2_dlc15_army_abilities_groms_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_big_waaagh	False
wh2_dlc15_army_abilities_groms_waaagh	True	wh2_dlc15_army_abilities_groms_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_army_abilities_invocation_of_ending	False	wh2_dlc15_army_abilities_invocation_of_ending		wh_type_explosion		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_lightning_trap_1	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_lightning_trap_2	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_oath_of_replenishment	False	wh2_dlc15_army_abilities_oath_of_replenishment		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_oath_of_replenishment_upgraded	False	wh2_dlc15_army_abilities_oath_of_replenishment		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_skarsniks_big_waaagh	True	wh2_dlc15_army_abilities_skarsniks_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_big_waaagh	False
wh2_dlc15_army_abilities_skarsniks_waaagh	True	wh2_dlc15_army_abilities_skarsniks_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_army_abilities_summon_the_sentinels	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	army		False
wh2_dlc15_army_abilities_unleash_the_winds	False	wh2_dlc15_army_abilities_unleash_the_winds		wh_type_area_of_augments_of_the_winds		wh_main_anc_group_common	False	False	army		False
wh2_dlc15_army_abilities_waaagh	False	wh_main_character_abilities_waaagh		wh_type_area_of_augments		wh_main_anc_group_uncommon	False	False	army		False
wh2_dlc15_army_abilities_wind_trap_1a	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wind_trap_1b	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wind_trap_2a	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wind_trap_2b	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wind_trap_3a	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wind_trap_3b	False	wh2_dlc15_army_abilities_summon_the_sentinels		wh_type_vortex		wh_main_anc_group_rare	False	True	army		False
wh2_dlc15_army_abilities_wurrzags_big_waaagh	True	wh2_dlc15_army_abilities_wurrzags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_big_waaagh	False
wh2_dlc15_army_abilities_wurrzags_waaagh	True	wh2_dlc15_army_abilities_wurrzags_waaagh		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	army	wh2_dlc15_army_abilities_replace_waaagh	False
wh2_dlc15_banner_passive_da_immortulz	False	wh2_dlc15_banner_passive_da_immortulz		wh_type_augment		wh_main_anc_group_unique	True	False	banner		False
wh2_dlc15_character_abilities_burp_of_grom_0	False	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_uncommon	True	False	character		False
wh2_dlc15_character_abilities_burp_of_grom_1	False	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_character_abilities_burp_of_grom_2	False	wh2_dlc15_character_abilities_hiccup_of_grom		wh_type_explosion		wh_main_anc_group_unique	True	False	character		False
wh2_dlc15_character_abilities_fishy_breathe	False	wh2_dlc15_character_abilities_fishy_breathe		wh_type_wind		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_character_abilities_goggly_glare	False	wh2_dlc15_character_abilities_goggly_glare		wh_type_magic_missiles		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_character_abilities_sausage_busta	False	wh2_dlc15_character_abilities_sausage_busta		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_character_abilities_slimy_smoothie	False	wh2_dlc15_character_abilities_slimy_smoothie		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_character_abilities_they_needs_stabbin	True	wh2_dlc15_character_abilities_they_needs_stabbin		wh_type_hex		wh_main_anc_group_common	True	False	character		False
wh2_dlc15_character_abilities_wardens_cage	False	wh2_dlc15_army_abilities_wardens_cage		wh_type_direct_damage		wh_main_anc_group_rare	True	False	character		False
wh2_dlc15_hero_abilities_mither	True	wh2_dlc15_hero_abilities_mither		wh_type_hex		wh_main_anc_group_common	True	False	hero		False
wh2_dlc15_hero_abilities_swamp_breath	False	wh2_dlc15_hero_abilities_swamp_breath		wh_type_magic_missile		wh_main_anc_group_common	True	False	hero		False
wh2_dlc15_hero_passive_ballistics_instructor	True	wh_main_unit_abilities_outrider_grenade		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	hero		False
wh2_dlc15_item_abilities_armour_of_caledor	True	wh2_dlc15_item_abilities_armour_of_caledor		wh_type_augment		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_azhags_ard_armour	False	wh2_dlc15_item_abilities_azhags_ard_armour		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_blacktoofs_conjuration	False	wh2_dlc15_item_abilities_blacktoofs_conjuration		wh_type_augment		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_blood_forged_armour	False	wh2_dlc15_item_abilities_blood_forged_armour		wh_type_explosion		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_helm_of_yvresse	False	wh2_dlc15_item_abilities_helm_of_yvresse		wh_type_augment		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_lucky_banner	True	wh2_dlc15_item_abilities_lucky_banner		wh_type_augment		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_item_abilities_vine_dragon_scale	True	wh2_dlc15_item_abilities_vine_dragon_scale		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item		False
wh2_dlc15_lord_abilities_da_boss_loons	True	wh2_dlc15_lord_abilities_da_boss_loons		wh_type_vortex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_abilities_da_great_un_iz_ere	True	wh2_dlc15_lord_abilities_da_great_un_iz_ere		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	character		False
wh2_dlc15_lord_abilities_dont_even_try_it	True	wh2_dlc15_lord_abilities_dont_even_try_it		wh_type_direct_damage		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_abilities_dragonhorn	True	wh2_dlc15_lord_abilities_dragonhorn		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	lord		False
wh2_dlc15_lord_abilities_fermented_fungi	True	wh2_dlc15_lord_abilities_fermented_fungi		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_abilities_lord_of_dragons	True	wh2_dlc15_lord_abilities_lord_of_dragons		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_abilities_smash_em_faster	True	wh2_dlc15_lord_abilities_smash_em_faster		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_abilities_youre_next	True	wh2_dlc15_lord_abilities_youre_next		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_passive_best_of_da_best	True	wh2_dlc15_lord_passive_best_of_da_best		wh_type_ward_save		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_passive_language_of_da_boyz	True	wh2_dlc15_lord_passive_language_of_da_boyz		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	lord		False
wh2_dlc15_lord_passive_mistwalkers_barrage	True	wh2_dlc15_lord_passive_mistwalkers_barrage		wh_type_bombardment		wh_main_anc_group_uncommon	True	False	character		False
wh2_dlc15_lord_passive_wardens_stand	True	wh2_dlc15_lord_abilities_wardens_stand		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	character		False
wh2_dlc15_quest_passive_blood_frenzy	True	wh2_dlc10_lord_passive_blood_frenzy		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc15_spell_beasts_transformation_of_kadon	True	wh_dlc03_spell_beasts_transformation_of_kadon		wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_transformation_of_kadon	wh_main_anc_group_rare	False	False	spell		False
wh2_dlc15_spell_bound_chain_lightning	True	wh_main_spell_heavens_chain_lightning		wh_type_vortex		wh_main_anc_group_rare	True	False	spell		False
wh2_dlc15_spell_bound_gaze_of_nagash	True	wh_main_spell_vampires_gaze_of_nagash		wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	True	False	bound		False
wh2_dlc15_spell_bound_wind_of_death	True	wh_main_spell_vampires_wind_of_death		wh_type_wind	spell_previews/vampire/wh_main_spell_vampires_wind_of_death	wh_main_anc_group_rare	True	False	bound		False
wh2_dlc15_unit_abilities_arachneruption	False	wh2_dlc15_unit_abilities_arachneruption		wh_type_bombardment		wh_main_anc_group_rare	False	False	unit		False
wh2_dlc15_unit_abilities_emberstorm	False	wh2_dlc15_unit_abilities_emberstorm		wh_type_vortex		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_abilities_exploding_unit	False	placeholder		wh_type_augment		wh_main_anc_group_common	False	True	unit		False
wh2_dlc15_unit_abilities_mighty_roar	False	wh2_dlc15_unit_abilities_mighty_roar		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_abilities_mimic_cold_blooded	True	wh2_main_character_abilities_cold_blooded		wh_type_augment		wh_main_anc_group_common	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_feint_and_riposte	True	wh2_main_lord_abilities_feint_and_reposte		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith	True	wh_main_spell_bound_hammer_of_sigmar		wh_type_augment		wh_main_anc_group_rare	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_grom_waaagh	True	wh2_dlc15_army_abilities_groms_waaagh		wh_type_augment		wh_main_anc_group_unique	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_loecs_shroud	True	wh_pro04_unit_abilities_loecs_shroud		wh_type_hiding		wh_main_anc_group_rare	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_murderous_prowess	True	wh2_dlc15_unit_abilities_mimic_murderous_prowess		wh_type_augment		wh_main_anc_group_common	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_ruinshelter	True	wh2_dlc15_unit_abilities_mimic_ruinshelter		wh_type_augment		wh_main_anc_group_rare	True	False	unit		False
wh2_dlc15_unit_abilities_mimic_waaagh	True	wh_main_character_abilities_waaagh		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc15_unit_abilities_noxious_breath_imrik	False	wh2_main_unit_abilities_noxious_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_abilities_rock_bottom	False	wh2_dlc15_unit_abilities_rock_bottom		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_abilities_sun_dragon_breath_imrik	False	wh2_main_unit_abilities_sun_dragons_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_abilities_unending_volley	False	wh2_dlc15_unit_passive_unending_volley		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc15_unit_passive_fiery_rebirth	False	wh2_dlc15_unit_passive_fiery_rebirth		wh_type_regeneration		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_passive_ghostly_protection	False	wh2_dlc15_unit_passive_ghostly_protection		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit		False
wh2_dlc15_unit_passive_giant_explodin_spores	False	wh2_dlc15_unit_passive_giant_explodin_spores		wh_type_explosion		wh_main_anc_group_uncommon	False	False	unit		False
wh2_dlc15_unit_passive_grim_discipline	False	wh2_dlc15_unit_passive_grim_discipline		wh_type_augment		wh_main_anc_group_rare	False	False	unit	wh2_dlc15_unit_passive_grim_discipline	False
