,abilities,acceleration,accuracy,ammo,armour,attributes,base_reload_time,calibration_area,calibration_distance,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,deceleration,entity_size,explosion_ap_damage,explosion_base_damage,explosion_contact_effect,explosion_is_flaming,explosion_is_magical,explosion_radius,faction_group,factions,fly_speed,ground_stat_effect_group,health,health_per_entity,height,is_large,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_contact_effect,melee_defence,melee_is_flaming,melee_is_magical,melee_splash_attack_multiplier,melee_splash_attack_target_size,melee_splash_attacks,melee_total_damage,missile_block_chance,multiplayer_cost,name,projectile_number,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_contact_effect,ranged_is_flaming,ranged_is_magical,ranged_total_damage,recruitment_time,reload_skill,run_speed,shots_per_volley,singleplayer_cost,singleplayer_upkeep,special_category,speed,spells,unit_card,unit_size
194,"['Heart Piercing', 'Honour or Death', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,110,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,60,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,vmp,['Vampire Counts'],0,large,3510,3510,2.0,True,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1,80,1500,170,0.35,70,4.0,310,20,0,,40,False,False,1.0,medium,5,480,0,1300,Blood Dragon Vampire Lord on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1300,325,,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
195,"['Heart Piercing', 'Honour or Death', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,60,95,130,0,0,0,15,0,100,medium,0,0,,False,False,0,vmp,['Vampire Counts'],105,large,3510,3510,2.3,True,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2,80,900,170,0.35,70,4.0,310,20,0,,40,False,False,1.0,medium,5,480,0,1500,Blood Dragon Vampire Lord on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1500,375,,105,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
196,"['Heart Piercing', 'Honour or Death', 'Pestilential Breath', 'Swarm of Flies', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,vmp,['Vampire Counts'],90,large,5583,5583,4.5,True,wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3,80,2200,380,0.73,44,3.8,140,0,0,,36,False,False,1.0,large,6,520,0,2200,Blood Dragon Vampire Lord on Zombie Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2200,550,,90,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
197,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",30,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,25,44,0,0,0,0,0,20,40,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,2976,2976,2.2,False,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0,80,600,170,0.35,55,4.0,310,0,0,,60,False,False,1.0,medium,8,480,0,950,Lahmian Vampire Lord,0,0,0,,0,0,0,,,,0,1,0,38,0,1000,250,,38,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",placeholder.png,1
198,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,110,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,50,108,0,0,0,0,0,20,60,medium,0,0,,False,False,0,vmp,['Vampire Counts'],0,large,3435,3435,2.0,True,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1,80,1500,170,0.35,55,4.0,310,0,0,,60,False,False,1.0,medium,8,480,0,1200,Lahmian Vampire Lord on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1200,300,,66,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",placeholder.png,1
199,"['Lightning Reflexes', 'Seduction', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,50,95,130,0,0,0,0,20,100,medium,0,0,,False,False,0,vmp,['Vampire Counts'],105,large,3435,3435,2.3,True,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2,80,900,170,0.35,55,4.0,310,0,0,,60,False,False,1.0,medium,8,480,0,1400,Lahmian Vampire Lord on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1400,350,,105,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",placeholder.png,1
200,"['Lightning Reflexes', 'Seduction', 'Pestilential Breath', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,vmp,['Vampire Counts'],90,large,5583,5583,4.5,True,wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3,80,2200,380,0.73,40,3.8,140,0,0,,48,False,False,1.0,large,6,520,0,2100,Lahmian Vampire Lord on Zombie Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2100,525,,90,"[""Okkam's Mindrazor"", 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', 'Wind of Death']",placeholder.png,1
201,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",30,0,0,70,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,20,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,3051,3051,2.2,False,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0,80,600,150,0.35,50,4.0,280,0,0,,40,False,False,1.0,medium,8,430,0,750,Necrarch Vampire Lord,0,0,0,,0,0,0,,,,0,1,0,38,0,800,250,,38,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",placeholder.png,1
202,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,45,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,vmp,['Vampire Counts'],0,large,3510,3510,2.0,True,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1,80,1500,150,0.35,50,4.0,280,0,0,,40,False,False,1.0,medium,8,430,0,1000,Necrarch Vampire Lord on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1000,300,,66,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",placeholder.png,1
203,"['Dark Protection', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,45,95,130,0,0,0,15,0,100,medium,0,0,,False,False,0,vmp,['Vampire Counts'],105,large,3510,3510,2.3,True,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2,80,900,150,0.35,50,4.0,280,0,0,,40,False,False,1.0,medium,8,430,0,1200,Necrarch Vampire Lord on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1200,350,,105,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",placeholder.png,1
204,"['Dark Protection', 'Pestilential Breath', 'Arcane Conduit', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,vmp,['Vampire Counts'],90,large,5583,5583,4.5,True,wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3,80,2200,380,0.73,42,3.8,140,0,0,,40,False,False,1.0,large,6,520,0,2050,Necrarch Vampire Lord on Zombie Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2050,525,,90,"['Wild Heart', ""Pann's Impenetrable Pelt"", 'The Curse of Anraheir', 'Life Leeching', 'The Curse of Undeath', 'Spirit Leech', 'The Purple Sun of Xereus', 'Invocation of Nehek', 'Raise Dead']",placeholder.png,1
205,"['Claws of Mourkain', 'Ghoul King of Ushoran', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",40,0,0,15,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,35,60,0,0,0,0,15,0,50,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,4332,4332,2.2,False,wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0,70,750,290,0.71,75,4.0,120,0,0,Poison!,50,False,False,1.0,medium,8,410,0,1200,Strigoi Vampire Lord,0,0,0,,0,0,0,,,,0,1,0,50,0,1000,325,,50,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",placeholder.png,1
206,"['Claws of Mourkain', 'Ghoul King of Ushoran', 'Death Shriek', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",60,0,0,80,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,45,88,130,0,0,0,15,0,100,very_large,0,0,,False,False,0,vmp,['Vampire Counts'],90,large,6270,6270,3.5,True,wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1,70,1600,295,0.7,42,4.0,125,0,35,Poison!,45,False,False,1.0,large,6,420,0,2200,Strigoi Vampire Lord on Terrorgheist,0,0,0,,0,0,0,,,,0,1,0,65,0,2200,550,,90,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",placeholder.png,1
207,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",30,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,25,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,3051,3051,2.2,False,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0,80,600,170,0.35,70,4.0,310,0,0,,45,False,False,1.0,medium,8,480,35,950,Von Carstein Vampire Lord,0,0,0,,0,0,0,,,,0,1,0,38,0,1000,250,,38,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
208,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,110,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,50,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,vmp,['Vampire Counts'],0,large,3510,3510,2.0,True,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1,80,1500,170,0.35,70,4.0,310,0,0,,45,False,False,1.0,medium,8,480,35,1200,Von Carstein Vampire Lord on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1200,300,,66,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
209,"['Storm of the Night', 'Undeath Resurgent', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,50,95,130,0,0,0,15,0,100,medium,0,0,,False,False,0,vmp,['Vampire Counts'],105,large,3510,3510,2.3,True,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2,80,900,170,0.35,70,4.0,310,0,0,,45,False,False,1.0,medium,8,480,35,1400,Von Carstein Vampire Lord on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1400,350,,105,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
210,"['Storm of the Night', 'Pestilential Breath', 'Undeath Resurgent', 'Swarm of Flies', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,vmp,['Vampire Counts'],90,large,5583,5583,4.5,True,wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3,80,2200,380,0.73,44,3.8,140,0,0,,44,False,False,1.0,large,6,520,0,2100,Von Carstein Vampire Lord on Zombie Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2100,525,,90,"['Transformation of Kadon', 'Flock of Doom', 'The Curse of Undeath', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",placeholder.png,1
211,"['Undeath Resurgent', 'Master of the Dead', 'Crumbling', 'Disintegrating', 'Lord of Undeath']",60,0,0,35,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,43,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Vampire Counts']",0,large,3510,3510,2.0,True,wh2_dlc11_vmp_cha_heinrich_kemmler_1,75,1500,120,0.35,38,4.0,220,0,0,,45,False,False,1.0,medium,8,340,0,650,Heinrich Kemmler on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1400,300,,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_heinrich.png,1
212,"['Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",20,0,0,15,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,12,41,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,3456,3456,2.2,False,wh_dlc04_vmp_cha_helman_ghorst_0,70,800,120,0.35,30,4.0,220,0,0,,44,False,False,1.0,medium,8,340,0,450,Helman Ghorst,0,0,0,,0,0,0,,,,0,1,0,34,0,1000,250,,34,"['Awaken from the Grave', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc04_vmp_helman.png,1
213,"['The Reliquary Corruption', 'Unholy Lodestone', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",20,0,0,45,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,12,25,0,0,0,0,15,0,30,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,large,5181,5181,1.7,False,wh_dlc04_vmp_cha_helman_ghorst_1,70,450,120,0.35,30,4.0,220,0,0,,44,False,False,1.0,medium,8,340,0,850,Helman Ghorst on The Brothers Ghorst Corpse Cart ,0,0,0,,0,0,0,,,,0,1,0,23,0,1200,300,,23,"['Awaken from the Grave', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc04_vmp_helman.png,1
214,"['Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",20,0,0,45,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,12,25,0,0,0,0,15,0,30,small,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",0,large,4281,4281,1.7,False,wh_dlc04_vmp_cha_master_necromancer_1,66,450,90,0.3,33,4.0,210,0,0,,33,False,False,1.0,medium,8,300,0,600,Master Necromancer on Corpse Cart,0,0,0,,0,0,0,,,,0,1,0,23,0,900,175,,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_master_necromancer.png,1
215,"['Balefire', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",20,0,0,45,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,12,25,0,0,0,0,15,0,30,small,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",0,large,4281,4281,1.7,False,wh_dlc04_vmp_cha_master_necromancer_2,66,450,90,0.3,33,4.0,210,0,0,,33,False,False,1.0,medium,8,300,0,750,Master Necromancer on Corpse Cart (Balefire),0,0,0,,0,0,0,,,,0,1,0,23,0,990,190,,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_master_necromancer.png,1
216,"['Unholy Lodestone', 'Vigour Mortis', 'Magical Animus', 'Master of the Dead', 'Regeneration', 'Crumbling', 'Disintegrating']",20,0,0,45,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,12,25,0,0,0,0,15,0,30,small,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",0,large,4281,4281,1.7,False,wh_dlc04_vmp_cha_master_necromancer_3,66,450,90,0.3,33,4.0,210,0,0,,33,False,False,1.0,medium,8,300,0,850,Master Necromancer on Corpse Cart (Unholy Lodestone),0,0,0,,0,0,0,,,,0,1,0,23,0,1080,210,,23,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_master_necromancer.png,1
217,"['Blood Lust', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",40,0,0,15,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,35,60,0,0,0,0,15,0,50,small,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",0,small,4032,4032,2.2,False,wh_dlc04_vmp_cha_strigoi_ghoul_king_0,60,750,290,0.71,54,4.0,120,0,0,Poison!,40,False,False,1.0,medium,8,410,0,1000,Strigoi Ghoul King,0,0,0,,0,0,0,,,,0,1,0,50,0,1000,300,,50,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",wh_dlc04_vmp_strigoi.png,1
218,"['Death Shriek', 'Blood Lust', 'The Hunger', 'Regeneration', 'Crumbling', 'Disintegrating']",60,0,0,80,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,88,130,0,0,0,15,0,100,very_large,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Mousillon', 'Von Carstein', 'Vampire Counts']",90,large,5970,5970,3.5,True,wh_dlc04_vmp_cha_strigoi_ghoul_king_1,60,1600,295,0.7,40,4.0,125,0,35,Poison!,42,False,False,1.0,large,6,420,0,2050,Strigoi Ghoul King on Terrorgheist,0,0,0,,0,0,0,,,,0,1,0,65,0,2050,512,,90,"['Doom & Darkness', 'Soulblight', 'Spirit Leech', 'Gaze of Nagash', 'Invocation of Nehek', 'Command of the Unliving', 'The Curse of Undeath']",wh_dlc04_vmp_strigoi.png,1
219,"['Master of Beguilement', 'Aura of Dark Grandeur', 'Arcane Conduit', 'The Hunger', 'Crumbling', 'Disintegrating']",20,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,28,46,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,"['Von Carstein', 'Vampire Counts']",0,small,4122,4122,2.2,False,wh_dlc04_vmp_cha_vlad_von_carstein_0,85,900,170,0.35,70,4.0,310,0,0,,50,False,False,1.0,medium,8,480,0,1000,Vlad von Carstein,0,0,0,,0,0,0,,,,0,1,0,40,0,1000,250,,40,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc04_vmp_vlad.png,1
220,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",30,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,35,44,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,"['Mousillon', 'Vampire Counts']",0,small,3156,3156,2.2,False,wh_dlc05_vmp_cha_red_duke_0,80,600,180,0.35,70,4.0,330,0,0,,48,False,False,1.0,medium,4,510,35,1150,The Red Duke,0,0,0,,0,0,0,,,,0,1,0,38,0,1150,275,,38,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc05_vmp_the_red_duke.png,1
221,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,60,95,130,0,0,0,15,0,100,medium,0,0,,False,False,0,vmp,"['Mousillon', 'Vampire Counts']",105,large,3645,3645,2.3,True,wh_dlc05_vmp_cha_red_duke_1,80,900,180,0.35,70,4.0,330,0,0,,48,False,False,1.0,medium,4,510,35,1600,The Red Duke on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1600,375,,105,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc05_vmp_the_red_duke.png,1
222,"['El Syf', 'Foe-Seeker', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,110,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,60,108,0,0,0,0,15,0,60,medium,0,0,,False,False,0,vmp,"['Mousillon', 'Vampire Counts']",0,large,3645,3645,2.0,True,wh_dlc05_vmp_cha_red_duke_2,80,1500,180,0.35,70,4.0,330,0,0,,48,False,False,1.0,medium,4,510,35,1400,The Red Duke on Barded Nightmare,0,0,0,,0,0,0,,,,0,1,0,66,0,1300,325,,66,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc05_vmp_the_red_duke.png,1
223,"['Pestilential Breath', 'El Syf', 'Foe-Seeker', 'Swarm of Flies', 'The Hunger', 'Frenzy', 'Crumbling', 'Disintegrating']",60,0,0,70,"['Fear', 'Terror', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,40,95,125,0,0,0,25,0,100,very_large,0,0,,False,False,0,vmp,"['Mousillon', 'Vampire Counts']",90,large,5583,5583,4.5,True,wh_dlc05_vmp_cha_red_duke_3,80,2200,380,0.73,44,3.8,140,0,0,,44,False,False,1.0,large,6,520,0,2250,The Red Duke on Zombie Dragon,0,0,0,,0,0,0,,,,0,1,0,65,0,2250,537,,90,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_dlc05_vmp_the_red_duke.png,1
224,"['Undeath Resurgent', 'Master of the Dead', 'Crumbling', 'Disintegrating', 'Lord of Undeath']",20,0,0,15,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,18,41,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,"['The Barrow Legion', 'Vampire Counts']",0,small,2856,2856,2.2,False,wh_main_vmp_cha_heinrich_kemmler,75,800,120,0.35,38,4.0,220,0,0,,45,False,False,1.0,medium,8,340,0,400,Heinrich Kemmler,0,0,0,,0,0,0,,,,0,1,0,34,0,1200,300,,34,"['The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_heinrich.png,1
225,"['Master of the Black Arts', 'The Hunger', 'Crumbling', 'Disintegrating']",30,0,0,90,"['Fear', 'Encourage', 'Hide (Forest)', 'Undead']",,0.0,0,Lord,Wizard,25,46,0,0,0,0,15,0,40,small,0,0,,False,False,0,vmp,['Vampire Counts'],0,small,3156,3156,2.2,False,wh_main_vmp_cha_mannfred_von_carstein_0,80,900,170,0.35,70,4.0,310,0,0,,50,False,False,1.0,medium,8,480,0,950,Mannfred von Carstein,0,0,0,,0,0,0,,,,0,1,0,40,0,1200,300,,40,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_mannfred.png,1
226,"['Master of the Black Arts', 'The Hunger', 'Crumbling', 'Disintegrating']",60,0,0,90,"['Fear', 'Encourage', 'Undead']",,0.0,0,Lord,Wizard,50,95,130,0,0,0,15,0,100,medium,0,0,,False,False,0,vmp,['Vampire Counts'],105,large,3645,3645,2.3,True,wh_main_vmp_cha_mannfred_von_carstein_2,80,900,170,0.35,70,4.0,310,0,0,,50,False,False,1.0,medium,8,480,0,1400,Mannfred von Carstein on Hellsteed,0,0,0,,0,0,0,,,,0,1,0,65,0,1550,388,,105,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus', 'The Curse of Undeath', 'Curse of Years', 'Gaze of Nagash', 'Invocation of Nehek', 'Raise Dead', ""Vanhel's Danse Macabre"", 'Wind of Death']",wh_main_vmp_mannfred.png,1
