effect_bonus_value_ids_unit_sets_tables
0
bonus_value_id	effect	unit_set
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_cav_deck_droppers_1
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_dwarfs	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_cav_deck_droppers_1
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
missile_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_cav_deck_droppers_1
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
missile_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_missile_damage_gunnery_mobs_promethean_gun_mobs_deck_droppers_v_high_elves	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
melee_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_weapon_damage_deckhands_depthguards	wh2_dlc11_cst_depth_guard
melee_damage_ap_mod_mult	wh2_dlc11_effect_force_unit_stat_weapon_damage_deckhands_depthguards	wh2_dlc11_cst_inf_all_zombie_deckhands_mobs
melee_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_weapon_damage_deckhands_depthguards	wh2_dlc11_cst_depth_guard
melee_damage_mod_mult	wh2_dlc11_effect_force_unit_stat_weapon_damage_deckhands_depthguards	wh2_dlc11_cst_inf_all_zombie_deckhands_mobs
unit_damage_resistance_physical_mod	wh2_dlc11_effect_force_ward_save_physical	emp_flagellants
morale	wh2_dlc11_effect_morale_increase_cst_all_infantry	wh2_dlc11_cst_infantry_melee
morale	wh2_dlc11_effect_morale_increase_cst_all_infantry	wh2_dlc11_cst_infantry_ranged
cost_mod	wh2_dlc11_effect_recruitment_cost_reduction_cst_infantry	wh2_dlc11_cst_infantry_melee
cost_mod	wh2_dlc11_effect_recruitment_cost_reduction_cst_infantry	wh2_dlc11_cst_infantry_ranged
cost_mod	wh2_dlc11_effect_ritual_def_anath_raema_cold_ones	def_coldonechariots
cost_mod	wh2_dlc11_effect_ritual_def_anath_raema_cold_ones	def_coldoneknights
morale	wh2_dlc11_effect_ritual_def_anath_raema_hydra	def_hydra
armour_mod	wh2_dlc11_effect_ritual_def_anath_raema_kharibdyss	def_kharibdyss
melee_attack_mod	wh2_dlc11_effect_ritual_def_anath_raema_manticore	def_feral_manticore
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_brt_peasant_bowmen_mounted_yeomen_archers	wh2_dlc11_brt_peasant_bowmen_mounted_yeomen_archers
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_brt_trebuchet	brt_trebuchets
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_bst_cygor	bst_dlc03_cygors
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_bst_ungor_raiders_centigors_throwing_axes	wh2_dlc11_bst_ungor_raiders_centigors_throwing_axes
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon_marauder_horsemen_rank7	wh2_dlc11_chs_vets_hellcannon_marauder_horsemen
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon_marauder_horsemen_rank7	wh2_dlc11_chs_vets_hellcannon_marauder_horsemen_ror
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_chs_hellcannon	chs_hellcannon
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_dwf_all_artillery_rank7	wh2_dlc11_dwf_vets_all_artillery
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_dwf_all_artillery_rank7	wh2_dlc11_dwf_vets_all_artillery_ror
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_dwf_bolt_throwers_gyrocopters_gyrobombers	wh2_dlc11_dwf_bolt_throwers_gyrocopters_gyrobombers
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_dwf_grudge_thrower_cannon_organ_gun	wh2_dlc11_dwf_grudge_thrower_cannon_organ_gun
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_dwf_quarrellers_thunderers_rangers	wh2_dlc11_dwf_quarrellers_thunderers_rangers
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_emp_artillery_war_wagon_steam_tank_luminark_rank7	wh2_dlc11_emp_vets_all_artillery_luminark_steam_tank_war_wagon
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_emp_artillery_war_wagon_steam_tank_luminark_rank7	wh2_dlc11_emp_vets_all_artillery_luminark_steam_tank_war_wagon_ror
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_emp_artillery	emp_artillery
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_emp_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders	wh2_dlc11_emp_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_grn_all_goblin_ranged_infantry	grn_infantry_goblin
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_grn_rock_lobber_doom_diver_rank7	wh2_dlc11_grn_vets_rock_lobber_doom_diver
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_grn_rock_lobber_doom_diver_rank7	wh2_dlc11_grn_vets_rock_lobber_doom_diver_ror
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_grn_rock_lobber_doom_diver	wh2_dlc11_grn_rock_lobber_doom_diver
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_nor_marauder_hunters_marauder_horsemen	wh2_dlc11_nor_marauder_hunters_marauder_horsemen
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_wef_glade_guard_deepwod_scouts_waywatcher_rank7	wh2_dlc11_wef_vets_glade_guard_deepwood_scouts_waywatchers
ammo_mod	wh2_dlc11_effect_skill_ammo_increase_wef_glade_guard_deepwod_scouts_waywatcher_rank7	wh2_dlc11_wef_vets_glade_guard_deepwood_scouts_waywatchers_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_brt_grail_reliquae_battle_pilgrims_foot_squires	wh2_dlc11_brt_grail_reliquae_battle_pilgrims_foot_squires
armour_mod	wh2_dlc11_effect_skill_armour_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights
armour_mod	wh2_dlc11_effect_skill_armour_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_brt_peasant_mob_men_at_arms_spear_at_arms_battle_pilgrims_foot_squires_grail_reliquae_rank7	wh2_dlc11_brt_vets_peasant_mob_men_at_arms_spear_at_arms_battle_pilgrims_foot_squires_grail_reliquae
armour_mod	wh2_dlc11_effect_skill_armour_increase_brt_peasant_mob_men_at_arms_spear_at_arms_battle_pilgrims_foot_squires_grail_reliquae_rank7	wh2_dlc11_brt_vets_peasant_mob_men_at_arms_spear_at_arms_battle_pilgrims_foot_squires_grail_reliquae_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_bst_spawn_minotaur_giant_rank7	wh2_dlc11_bst_vets_spawn_minotaur_giant
armour_mod	wh2_dlc11_effect_skill_armour_increase_bst_spawn_minotaur_giant_rank7	wh2_dlc11_bst_vets_spawn_minotaur_giant_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_chs_marauder_aspiring_champions_forsaken	wh2_dlc11_chs_marauders_aspiring_champions_forsaken
armour_mod	wh2_dlc11_effect_skill_armour_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards
armour_mod	wh2_dlc11_effect_skill_armour_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_emp_empire_knights_reiksguard_knights_of_the_blazing_sun	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
armour_mod	wh2_dlc11_effect_skill_armour_increase_emp_greatswords_demigryphs	wh2_dlc11_emp_greatswords_demigryph_knights
armour_mod	wh2_dlc11_effect_skill_armour_increase_grn_all_orc_rank7	wh2_dlc11_grn_vets_all_orc
armour_mod	wh2_dlc11_effect_skill_armour_increase_grn_all_orc_rank7	wh2_dlc11_grn_vets_all_orc_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_nor_manticore_frost_wyrm	wh2_dlc11_nor_manticore_frost_wyrm
armour_mod	wh2_dlc11_effect_skill_armour_increase_nor_marauders_spearmen_berserkers_champions_rank7	wh2_dlc11_nor_vets_marauders_spearmen_berserkers_champions
armour_mod	wh2_dlc11_effect_skill_armour_increase_nor_marauders_spearmen_berserkers_champions_rank7	wh2_dlc11_nor_vets_marauders_spearmen_berserkers_champions_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_nor_trolls_frost_wyrm_giant_mammoth_fimir_rank7	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir
armour_mod	wh2_dlc11_effect_skill_armour_increase_nor_trolls_frost_wyrm_giant_mammoth_fimir_rank7	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_wef_eternal_guard_dryads_wardancers_wildwood_rangers_rank7	wh2_dlc11_wef_vets_eternal_guard_dryads_wardancers_wildwood_rangers
armour_mod	wh2_dlc11_effect_skill_armour_increase_wef_eternal_guard_dryads_wardancers_wildwood_rangers_rank7	wh2_dlc11_wef_vets_eternal_guard_dryads_wardancers_wildwood_rangers_ror
armour_mod	wh2_dlc11_effect_skill_armour_increase_wef_tree_kin_treeman	wh2_dlc11_wef_tree_kin_treeman
charge_add	wh2_dlc11_effect_skill_charge_increase_brt_mounted_yeomen_grail_knights_grail_guardians_knights_errant_knights_of_the_realm_questing_knights	wh2_dlc11_brt_mounted_yeomen_grail_knights_grail_guardians_knights_errant_knights_of_the_realm_questing_knights
charge_add	wh2_dlc11_effect_skill_charge_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights
charge_add	wh2_dlc11_effect_skill_charge_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_ror
charge_add	wh2_dlc11_effect_skill_charge_increase_brt_pegasus_knights_royal_pegasus_knights_royal_hippogryph_knights	wh2_dlc11_brt_pegasus_knights_royal_pegasus_knights_royal_hippogryph_knights
charge_add	wh2_dlc11_effect_skill_charge_increase_bst_centigors_chariot	wh2_dlc11_bst_centigors_chariot
charge_add	wh2_dlc11_effect_skill_charge_increase_bst_warhounds_razorgor_herd_harpies	wh2_dlc11_bst_warhounds_razorgor_herd_harpies
charge_bonus	wh2_dlc11_effect_skill_charge_increase_bst_warhounds_razorgors_centigors_chariots_harpies_rank7	wh2_dlc11_bst_vets_warhounds_razorgors_centigors_chariots_harpies
charge_bonus	wh2_dlc11_effect_skill_charge_increase_bst_warhounds_razorgors_centigors_chariots_harpies_rank7	wh2_dlc11_bst_vets_warhounds_razorgors_centigors_chariots_harpies_ror
charge_add	wh2_dlc11_effect_skill_charge_increase_chs_chariots_chaos_knights_dragon_ogres_warhounds_manticore_rank7	wh2_dlc11_chs_vets_chariots_chaos_knights_dragon_ogres_warhounds_manticore
charge_add	wh2_dlc11_effect_skill_charge_increase_chs_chariots_chaos_knights_dragon_ogres_warhounds_manticore_rank7	wh2_dlc11_chs_vets_chariots_chaos_knights_dragon_ogres_warhounds_manticore_ror
charge_add	wh2_dlc11_effect_skill_charge_increase_chs_dragon_ogres_chaos_knights_chariots	wh2_dlc11_chs_dragon_ogres_chaos_knights_chariots
charge_add	wh2_dlc11_effect_skill_charge_increase_chs_marauder_horsemen_warhounds_manticore	wh2_dlc11_chs_marauder_horsemen_warhounds_manticore
charge_add	wh2_dlc11_effect_skill_charge_increase_emp_empire_knights_reiksguard_knights_of_the_blazing_sun	wh2_dlc11_emp_empire_knights_reiksguard_knights_of_the_blazing_sun
charge_add	wh2_dlc11_effect_skill_charge_increase_grn_all_melee_cav_orc_boar_chariot_squig_herd	wh2_dlc11_grn_all_melee_cav_orc_boar_chariot_squig_herd
charge_add	wh2_dlc11_effect_skill_charge_increase_nor_warhounds_ice_wolves_chariots	wh2_dlc11_nor_warhounds_ice_wolves_chariots
charge_add	wh2_dlc11_effect_skill_charge_increase_nor_warhounds_ice_wolves_manticore_skin_wolves_chariots_rank7	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots
charge_add	wh2_dlc11_effect_skill_charge_increase_nor_warhounds_ice_wolves_manticore_skin_wolves_chariots_rank7	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots_ror
charge_add	wh2_dlc11_effect_skill_charge_increase_wef_glade_riders_wild_riders_sisters_of_the_thorn	wh2_dlc11_wef_glade_riders_wild_riders_sisters_of_the_thorn
charge_add	wh2_dlc11_effect_skill_charge_increase_wef_hawk_riders_great_eagle_forest_dragon	wh2_dlc11_wef_hawk_riders_great_eagle_forest_dragon
charge_add	wh2_dlc11_effect_skill_charge_increase_wef_wild_riders_glade_riders_sisters_of_the_thorn_hawk_riders_rank7	wh2_dlc11_wef_vets_wild_riders_glade_riders_sisters_of_the_thorn_hawk_riders
charge_add	wh2_dlc11_effect_skill_charge_increase_wef_wild_riders_glade_riders_sisters_of_the_thorn_hawk_riders_rank7	wh2_dlc11_wef_vets_wild_riders_glade_riders_sisters_of_the_thorn_hawk_riders_ror
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_bst_ungor_raider_centigors_throwing_axes_cygor_rank7	wh2_dlc11_bst_vets_ungor_raider_centigors_throwing_axes_cygor
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_bst_ungor_raider_centigors_throwing_axes_cygor_rank7	wh2_dlc11_bst_vets_ungor_raider_centigors_throwing_axes_cygor_ror
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_chs_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_rank7	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_chs_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_rank7	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_ror
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_emp_spearmen_swordsmen_flagellants_huntsmen_empire_knights_rank7	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resist_increase_emp_spearmen_swordsmen_flagellants_huntsmen_empire_knights_rank7	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resistance_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards
unit_damage_resistance_magic_mod	wh2_dlc11_effect_skill_magic_resistance_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_brt_grail_knights_grail_guardians_royal_pegasus_knights_royal_hippogryph_knights_rank7	wh2_dlc11_brt_vets_grail_knights_grail_guardians_royal_pegasus_knights_royal_hippogryph_knights
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_brt_grail_reliquae_battle_pilgrims_foot_squires	wh2_dlc11_brt_grail_reliquae_battle_pilgrims_foot_squires
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_bst_minotaurs_cygor	wh2_dlc11_bst_minotaurs_cygor
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_bst_spawn_giant	wh2_dlc11_bst_spawn_giant
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_bst_ungor_gor_bestigor_rank7	wh2_dlc11_bst_vets_ungor_gor_bestigor
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_bst_ungor_gor_bestigor_rank7	wh2_dlc11_bst_vets_ungor_gor_bestigor_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_bst_warhounds_razorgor_herd_harpies	wh2_dlc11_bst_warhounds_razorgor_herd_harpies
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_dragon_ogre_shaggoth_trolls_giant	wh2_dlc11_chs_dragon_ogre_shaggoth_trolls_giant
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_dragon_ogres_chaos_knights_chariots	wh2_dlc11_chs_dragon_ogres_chaos_knights_chariots
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_marauder_horsemen_warhounds_manticore	wh2_dlc11_chs_marauder_horsemen_warhounds_manticore
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_rank7	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_rank7	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_trolls_spawn_dragon_ogre_shaggoth_giant_rank7	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_chs_trolls_spawn_dragon_ogre_shaggoth_giant_rank7	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_dwf_miners_warriors_long_beards	wh2_dlc11_dwf_miners_warriors_longbeards
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_dwf_slayers_hammerers_ironbreakers_rank7	wh2_dlc11_dwf_vets_slayers_hammerers_ironbreakers
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_dwf_slayers_hammerers_ironbreakers_rank7	wh2_dlc11_dwf_vets_slayers_hammerers_ironbreakers_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_dwf_slayers_hammerers_ironbreakers	wh2_dlc11_dwf_slayers_hammerers_ironbreakers
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_emp_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryphs_rank7	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_emp_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryphs_rank7	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_emp_spearmen_swordsmen_flagellants_halberdier	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_grn_all_goblin_infantry	grn_infantry_goblin
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_grn_all_orc_infantry	wh2_dlc11_grn_all_orc_infantry
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_grn_trolls_gaint_arachnarok	wh2_dlc11_grn_trolls_giant_arachnarok
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_fimir_giant_mammoth	wh2_dlc11_nor_fimir_giant_mammoth
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_manticore_frost_wyrm	wh2_dlc11_nor_manticore_frost_wyrm
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_marauders_spearmen_berserkers_champions	wh2_dlc11_nor_marauders_spearmen_berserkers_champions
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_skin_wolves_trolls	wh2_dlc11_nor_skin_wolves_trolls
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_warhounds_ice_wolves_manticore_skin_wolves_chariots_rank7	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_nor_warhounds_ice_wolves_manticore_skin_wolves_chariots_rank7	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_wef_eternal_guard_dryads	wh2_dlc11_wef_eternal_guard_dryads
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_wef_tree_kin_treeman_forest_dragon_great_eagle_rank7	wh2_dlc11_wef_vets_tree_kin_treeman_forest_dragon_great_eagle
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_wef_tree_kin_treeman_forest_dragon_great_eagle_rank7	wh2_dlc11_wef_vets_tree_kin_treeman_forest_dragon_great_eagle_ror
melee_attack_mod	wh2_dlc11_effect_skill_melee_attack_increase_wef_wardancers_wildwood_rangers	wh2_dlc11_wef_wardancers_wildwood_rangers
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_brt_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_rank7	wh2_dlc11_brt_vets_mounted_yeomen_knights_errant_knights_of_the_realm_questing_knights_pegasus_knights_ror
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_brt_peasant_mob_men_at_arms_spear_at_arms	wh2_dlc11_brt_peasant_mob_men_at_arms_spear_at_arms
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_bst_minotaurs_cygor	wh2_dlc11_bst_minotaurs_cygor
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_bst_ungor_gor_bestigor_rank7	wh2_dlc11_bst_vets_ungor_gor_bestigor
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_bst_ungor_gor_bestigor_rank7	wh2_dlc11_bst_vets_ungor_gor_bestigor_ror
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_bst_ungor_gor_bestigor	wh2_dlc11_bst_ungor_gor_bestigor
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_chs_chosen_spawn_chaos_warriors	wh2_dlc11_chs_chosen_spawn_chaos_warriors
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_chs_marauder_aspiring_champions_forsaken	wh2_dlc11_chs_marauders_aspiring_champions_forsaken
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_cst_sartosa_free_company	wh2_dlc11_cst_inf_sartosa_free_company_0
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_cst_sartosa_free_company	wh2_dlc11_cst_inf_sartosa_militia_0
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_dwf_miners_warriors_long_beards	wh2_dlc11_dwf_miners_warriors_longbeards
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_dwf_miners_warriors_longbeards_rank7	wh2_dlc11_dwf_vets_miners_warriors_longbeards_ror
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_emp_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryphs_rank7	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_emp_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryphs_rank7	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights_ror
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_emp_spearmen_swordsmen_flagellants_halberdier	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_emp_spearmen_swordsmen_flagellants_huntsmen_empire_knights_rank7	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
melee_defence_mod	wh2_dlc11_effect_skill_melee_defence_increase_emp_spearmen_swordsmen_flagellants_huntsmen_empire_knights_rank7	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights_ror
