unit_set_to_unit_junctions_tables
0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
False				wh2_main_lzd_cav_cold_one_spearmen_1	lzd_saurus_coldones
False				wh2_main_lzd_cav_cold_one_spearriders_blessed_0	lzd_saurus_coldones
False				wh2_main_lzd_cav_cold_ones_1	lzd_saurus_coldones
False				wh2_main_lzd_cav_horned_ones_0	lzd_saurus_coldones
False				wh2_main_lzd_cav_horned_ones_0_nakai	lzd_saurus_coldones
False				wh2_main_lzd_cav_horned_ones_blessed_0	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_spearmen_0	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_spearmen_1	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_spearmen_blessed_1	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_warriors_0	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_warriors_1	lzd_saurus_coldones
False				wh2_main_lzd_inf_saurus_warriors_blessed_1	lzd_saurus_coldones
False				wh2_dlc12_lzd_inf_saurus_warriors_ror_0	lzd_saurus_templeg_rank7_ror
False				wh2_dlc12_lzd_inf_temple_guards_ror_0	lzd_saurus_templeg_rank7_ror
False				wh2_main_lzd_inf_saurus_spearmen_0	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_saurus_spearmen_1	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_saurus_spearmen_blessed_1	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_saurus_warriors_0	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_saurus_warriors_1	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_saurus_warriors_blessed_1	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_temple_guards	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_temple_guards_blessed	lzd_saurus_templeg_rank7
False				wh2_main_lzd_inf_temple_guards_nakai	lzd_saurus_templeg_rank7
False				wh2_dlc12_lzd_inf_saurus_warriors_ror_0	lzd_saurus_templeg
False				wh2_dlc12_lzd_inf_temple_guards_ror_0	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_spearmen_0	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_spearmen_1	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_spearmen_blessed_1	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_warriors_0	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_warriors_1	lzd_saurus_templeg
False				wh2_main_lzd_inf_saurus_warriors_blessed_1	lzd_saurus_templeg
False				wh2_main_lzd_inf_temple_guards	lzd_saurus_templeg
False				wh2_main_lzd_inf_temple_guards_blessed	lzd_saurus_templeg
False				wh2_main_lzd_inf_temple_guards_nakai	lzd_saurus_templeg
False				wh2_dlc12_lzd_inf_saurus_warriors_ror_0	lzd_saurus
False				wh2_main_lzd_inf_saurus_spearmen_0	lzd_saurus
False				wh2_main_lzd_inf_saurus_spearmen_1	lzd_saurus
False				wh2_main_lzd_inf_saurus_spearmen_blessed_1	lzd_saurus
False				wh2_main_lzd_inf_saurus_warriors_0	lzd_saurus
False				wh2_main_lzd_inf_saurus_warriors_1	lzd_saurus
False				wh2_main_lzd_inf_saurus_warriors_blessed_1	lzd_saurus
False				wh2_dlc12_lzd_inf_skink_red_crested_ror_0	lzd_skink_kroxigor_rank7_ror
False				wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	lzd_skink_kroxigor_rank7_ror
False				wh2_dlc12_lzd_inf_skink_red_crested_0	lzd_skink_kroxigor_rank7
False				wh2_dlc13_lzd_mon_sacred_kroxigors_0	lzd_skink_kroxigor_rank7
False				wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai	lzd_skink_kroxigor_rank7
False				wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_chameleon_skinks_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_chameleon_skinks_blessed_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_skink_cohort_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_skink_cohort_1	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_skink_skirmishers_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_inf_skink_skirmishers_blessed_0	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_mon_kroxigors	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_mon_kroxigors_blessed	lzd_skink_kroxigor_rank7
False				wh2_main_lzd_mon_kroxigors_nakai	lzd_skink_kroxigor_rank7
False				wh2_dlc12_lzd_inf_skink_red_crested_0	lzd_skinks
False				wh2_dlc12_lzd_inf_skink_red_crested_ror_0	lzd_skinks
False				wh2_main_lzd_inf_chameleon_skinks_0	lzd_skinks
False				wh2_main_lzd_inf_chameleon_skinks_blessed_0	lzd_skinks
False				wh2_main_lzd_inf_skink_cohort_0	lzd_skinks
False				wh2_main_lzd_inf_skink_cohort_1	lzd_skinks
False				wh2_main_lzd_inf_skink_skirmishers_0	lzd_skinks
False				wh2_main_lzd_inf_skink_skirmishers_blessed_0	lzd_skinks
False				wh2_dlc12_lzd_mon_ancient_stegadon_1	lzd_stegadon
False				wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	lzd_stegadon
False				wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	lzd_stegadon
False				wh2_main_lzd_mon_ancient_stegadon	lzd_stegadon
False				wh2_main_lzd_mon_stegadon_0	lzd_stegadon
False				wh2_main_lzd_mon_stegadon_1	lzd_stegadon
False				wh2_main_lzd_mon_stegadon_blessed_1	lzd_stegadon
False				wh2_dlc12_lzd_inf_temple_guards_ror_0	lzd_templeguard
False				wh2_main_lzd_inf_temple_guards	lzd_templeguard
False				wh2_main_lzd_inf_temple_guards_blessed	lzd_templeguard
False				wh2_main_lzd_inf_temple_guards_nakai	lzd_templeguard
False				wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	lzd_terradon_coldones_rank7_ror
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	lzd_terradon_coldones_rank7_ror
False				wh2_dlc12_lzd_cav_terradon_riders_ror_0	lzd_terradon_coldones_rank7_ror
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_0	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_cold_one_spearmen_1	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_cold_one_spearriders_blessed_0	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_cold_ones_1	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_horned_ones_0	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_horned_ones_0_nakai	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_horned_ones_blessed_0	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_terradon_riders_0	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_terradon_riders_1	lzd_terradon_coldones_rank7
False				wh2_main_lzd_cav_terradon_riders_blessed_1	lzd_terradon_coldones_rank7
False				wh2_dlc12_lzd_cav_terradon_riders_ror_0	lzd_terradon_riders_0
False				wh2_main_lzd_cav_terradon_riders_0	lzd_terradon_riders_0
False				wh2_main_lzd_cav_terradon_riders_1	lzd_terradon_riders_1
False				wh2_main_lzd_cav_terradon_riders_blessed_1	lzd_terradon_riders_1
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_0	lzd_terradon_ripperdactyl
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	lzd_terradon_ripperdactyl
False				wh2_dlc12_lzd_cav_terradon_riders_ror_0	lzd_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_0	lzd_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_1	lzd_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_blessed_1	lzd_terradon_ripperdactyl
False				wh2_dlc12_lzd_cav_terradon_riders_ror_0	lzd_terradon
False				wh2_main_lzd_cav_terradon_riders_0	lzd_terradon
False				wh2_main_lzd_cav_terradon_riders_1	lzd_terradon
False				wh2_main_lzd_cav_terradon_riders_blessed_1	lzd_terradon
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	lzd_vets_terradon_ripperdactyl_ror
False				wh2_dlc12_lzd_cav_terradon_riders_ror_0	lzd_vets_terradon_ripperdactyl_ror
False				wh2_dlc12_lzd_cav_ripperdactyl_riders_0	lzd_vets_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_0	lzd_vets_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_1	lzd_vets_terradon_ripperdactyl
False				wh2_main_lzd_cav_terradon_riders_blessed_1	lzd_vets_terradon_ripperdactyl
False				wh_dlc01_chs_cha_chaos_lord_10	manticore
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	manticore
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	manticore
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	manticore
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	manticore
False				wh_dlc01_chs_cha_exalted_hero_10	manticore
False	melee_cavalry				melee_units
False	melee_infantry				melee_units
False	monster				melee_units
False	monstrous_cavalry				melee_units
False	monstrous_infantry				melee_units
False	war_beast				melee_units
False	missile_cavalry				missile_units
False	missile_infantry				missile_units
False			shp_mis		missile_units
False	warmachine				missile_units
False				wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	missile_units
False				wh2_dlc13_emp_veh_war_wagon_0	missile_units
False				wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	missile_units
False				wh2_dlc13_emp_veh_war_wagon_1	missile_units
False				wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	missile_units
False				wh2_dlc13_emp_veh_war_wagon_ror_0	missile_units
False				wh2_main_hef_cav_tiranoc_chariot	missile_units
False				wh2_dlc12_lzd_mon_ancient_salamander_0	monsters
False				wh2_dlc12_lzd_mon_ancient_stegadon_1	monsters
False				wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	monsters
False				wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	monsters
False				wh2_dlc12_lzd_mon_bastiladon_3	monsters
False				wh2_dlc12_lzd_mon_bastiladon_3_nakai	monsters
False				wh2_dlc13_lzd_mon_dread_saurian_0	monsters
False				wh2_dlc13_lzd_mon_dread_saurian_1	monsters
False				wh2_dlc13_lzd_mon_dread_saurian_ror_0	monsters
False				wh2_dlc13_lzd_mon_sacred_kroxigors_0	monsters
False				wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai	monsters
False				wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	monsters
False				wh2_dlc15_grn_mon_river_trolls_ror_0	monsters
False				wh2_dlc15_grn_mon_rogue_idol_ror_0	monsters
False				wh2_main_lzd_mon_ancient_stegadon	monsters
False				wh2_main_lzd_mon_bastiladon_0	monsters
False				wh2_main_lzd_mon_bastiladon_1	monsters
False				wh2_main_lzd_mon_bastiladon_2	monsters
False				wh2_main_lzd_mon_bastiladon_blessed_2	monsters
False				wh2_main_lzd_mon_carnosaur_0	monsters
False				wh2_main_lzd_mon_carnosaur_blessed_0	monsters
False				wh2_main_lzd_mon_kroxigors	monsters
False				wh2_main_lzd_mon_kroxigors_blessed	monsters
False				wh2_main_lzd_mon_kroxigors_nakai	monsters
False				wh2_main_lzd_mon_stegadon_0	monsters
False				wh2_main_lzd_mon_stegadon_1	monsters
False				wh2_main_lzd_mon_stegadon_blessed_1	monsters
False				wh_dlc01_chs_mon_dragon_ogre	monsters
False				wh_dlc01_chs_mon_dragon_ogre_shaggoth	monsters
False				wh_dlc01_chs_mon_trolls_1	monsters
False				wh_dlc03_bst_inf_chaos_warhounds_0	monsters
False				wh_dlc03_bst_inf_chaos_warhounds_1	monsters
False				wh_dlc03_bst_inf_minotaurs_0	monsters
False				wh_dlc03_bst_inf_minotaurs_1	monsters
False				wh_dlc03_bst_inf_minotaurs_2	monsters
False				wh_dlc03_bst_inf_razorgor_herd_0	monsters
False				wh_dlc03_bst_mon_chaos_spawn_0	monsters
False				wh_dlc03_bst_mon_giant_0	monsters
False				wh_dlc04_vmp_mon_devils_swartzhafen_0	monsters
False				wh_dlc04_vmp_mon_direpack_0	monsters
False				wh_dlc06_grn_mon_venom_queen_0	monsters
False				wh_dlc15_grn_mon_arachnarok_spider_waaagh_0	monsters
False				wh_main_chs_mon_chaos_spawn	monsters
False				wh_main_chs_mon_chaos_warhounds_0	monsters
False				wh_main_chs_mon_chaos_warhounds_1	monsters
False				wh_main_chs_mon_giant	monsters
False				wh_main_chs_mon_trolls	monsters
False				wh_main_grn_mon_arachnarok_spider_0	monsters
False				wh_main_grn_mon_giant	monsters
False				wh_main_grn_mon_trolls	monsters
False				wh_main_nor_mon_chaos_trolls	monsters
False				wh_main_nor_mon_chaos_warhounds_0	monsters
False				wh_main_nor_mon_chaos_warhounds_1	monsters
False				wh_main_vmp_mon_crypt_horrors	monsters
False				wh_main_vmp_mon_dire_wolves	monsters
False				wh_main_vmp_mon_fell_bats	monsters
False				wh_main_vmp_mon_terrorgheist	monsters
False				wh_main_vmp_mon_vargheists	monsters
False				wh_main_vmp_mon_varghulf	monsters
False				wh_pro04_bst_inf_minotaurs_ror_0	monsters
False				wh_pro04_chs_mon_chaos_spawn_ror_0	monsters
False				wh_pro04_chs_mon_dragon_ogre_ror_0	monsters
False				wh2_dlc09_tmb_cha_liche_priest_death_0	mp_cap_heroes
False				wh2_dlc09_tmb_cha_liche_priest_death_1	mp_cap_heroes
False				wh2_dlc09_tmb_cha_liche_priest_light_0	mp_cap_heroes
False				wh2_dlc09_tmb_cha_liche_priest_light_1	mp_cap_heroes
False				wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	mp_cap_heroes
False				wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	mp_cap_heroes
False				wh2_dlc09_tmb_cha_necrotect_0	mp_cap_heroes
False				wh2_dlc09_tmb_cha_necrotect_1	mp_cap_heroes
False				wh2_dlc09_tmb_cha_tomb_prince_0	mp_cap_heroes
False				wh2_dlc09_tmb_cha_tomb_prince_1	mp_cap_heroes
False				wh2_dlc09_tmb_cha_tomb_prince_2	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_beasts_0	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_beasts_1	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_beasts_2	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_beasts_3	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_death_0	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_death_1	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_death_2	mp_cap_heroes
False				wh2_dlc10_def_cha_sorceress_death_3	mp_cap_heroes
False				wh2_dlc10_hef_cha_handmaiden_0	mp_cap_heroes
False				wh2_dlc10_hef_cha_handmaiden_1	mp_cap_heroes
False				wh2_dlc10_hef_cha_handmaiden_2	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_heavens_0	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_heavens_1	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_heavens_2	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_shadows_0	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_shadows_1	mp_cap_heroes
False				wh2_dlc10_hef_cha_mage_shadows_2	mp_cap_heroes
False				wh2_dlc11_cst_cha_damned_paladin_0	mp_cap_heroes
False				wh2_dlc11_cst_cha_damned_paladin_1	mp_cap_heroes
False				wh2_dlc11_cst_cha_gunnery_wight_0	mp_cap_heroes
False				wh2_dlc11_cst_cha_gunnery_wight_1	mp_cap_heroes
False				wh2_dlc11_cst_cha_mourngul_haunter	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_0	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_1	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_death_1	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	mp_cap_heroes
False				wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1	mp_cap_heroes
False				wh2_dlc12_lzd_cha_skink_priest_beasts_4	mp_cap_heroes
False				wh2_dlc12_lzd_cha_skink_priest_heavens_4	mp_cap_heroes
False				wh2_dlc12_lzd_lzd_cha_kroak_0	mp_cap_heroes
False				wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	mp_cap_heroes
False				wh2_dlc13_emp_cha_hunter_jorek_grimm_0	mp_cap_heroes
False				wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	mp_cap_heroes
False				wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	mp_cap_heroes
False				wh2_dlc14_brt_cha_henri_le_massif_0	mp_cap_heroes
False				wh2_dlc14_brt_cha_henri_le_massif_3	mp_cap_heroes
False				wh2_dlc14_brt_cha_henri_le_massif_4	mp_cap_heroes
False				wh2_dlc14_def_cha_master_0	mp_cap_heroes
False				wh2_dlc14_def_cha_master_1	mp_cap_heroes
False				wh2_dlc14_def_cha_master_2	mp_cap_heroes
False				wh2_dlc14_def_cha_master_3	mp_cap_heroes
False				wh2_dlc14_def_cha_master_4	mp_cap_heroes
False				wh2_dlc14_skv_cha_eshin_sorcerer_0	mp_cap_heroes
False				wh2_dlc15_grn_cha_river_troll_hag_0	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_beasts_0	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_beasts_1	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_beasts_2	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_death_0	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_death_1	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_death_2	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_fire_0	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_fire_1	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_fire_2	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_metal_0	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_metal_1	mp_cap_heroes
False				wh2_dlc15_hef_cha_mage_metal_2	mp_cap_heroes
False				wh2_main_def_cha_death_hag_0	mp_cap_heroes
False				wh2_main_def_cha_death_hag_1	mp_cap_heroes
False				wh2_main_def_cha_khainite_assassin_0	mp_cap_heroes
False				wh2_main_def_cha_sorceress_dark_0	mp_cap_heroes
False				wh2_main_def_cha_sorceress_dark_1	mp_cap_heroes
False				wh2_main_def_cha_sorceress_dark_2	mp_cap_heroes
False				wh2_main_def_cha_sorceress_dark_3	mp_cap_heroes
False				wh2_main_def_cha_sorceress_fire_0	mp_cap_heroes
False				wh2_main_def_cha_sorceress_fire_1	mp_cap_heroes
False				wh2_main_def_cha_sorceress_fire_2	mp_cap_heroes
False				wh2_main_def_cha_sorceress_fire_3	mp_cap_heroes
False				wh2_main_def_cha_sorceress_shadow_0	mp_cap_heroes
False				wh2_main_def_cha_sorceress_shadow_1	mp_cap_heroes
False				wh2_main_def_cha_sorceress_shadow_2	mp_cap_heroes
False				wh2_main_def_cha_sorceress_shadow_3	mp_cap_heroes
False				wh2_main_hef_cha_loremaster_of_hoeth_0	mp_cap_heroes
False				wh2_main_hef_cha_mage_high_0	mp_cap_heroes
False				wh2_main_hef_cha_mage_high_1	mp_cap_heroes
False				wh2_main_hef_cha_mage_high_4	mp_cap_heroes
False				wh2_main_hef_cha_mage_life_0	mp_cap_heroes
False				wh2_main_hef_cha_mage_life_1	mp_cap_heroes
False				wh2_main_hef_cha_mage_life_4	mp_cap_heroes
False				wh2_main_hef_cha_mage_light_0	mp_cap_heroes
False				wh2_main_hef_cha_mage_light_1	mp_cap_heroes
False				wh2_main_hef_cha_mage_light_4	mp_cap_heroes
False				wh2_main_hef_cha_noble_0	mp_cap_heroes
False				wh2_main_hef_cha_noble_2	mp_cap_heroes
False				wh2_main_hef_cha_noble_3	mp_cap_heroes
False				wh2_main_hef_cha_noble_4	mp_cap_heroes
False				wh2_main_lzd_cha_saurus_scar_veteran_0	mp_cap_heroes
False				wh2_main_lzd_cha_saurus_scar_veteran_1	mp_cap_heroes
False				wh2_main_lzd_cha_saurus_scar_veteran_2	mp_cap_heroes
False				wh2_main_lzd_cha_skink_chief_0	mp_cap_heroes
False				wh2_main_lzd_cha_skink_chief_1	mp_cap_heroes
False				wh2_main_lzd_cha_skink_chief_2	mp_cap_heroes
False				wh2_main_lzd_cha_skink_chief_3	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_beasts_0	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_beasts_1	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_beasts_2	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_beasts_3	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_heavens_0	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_heavens_1	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_heavens_2	mp_cap_heroes
False				wh2_main_lzd_cha_skink_priest_heavens_3	mp_cap_heroes
False				wh2_main_skv_cha_assassin	mp_cap_heroes
False				wh2_main_skv_cha_plague_priest_0	mp_cap_heroes
False				wh2_main_skv_cha_plague_priest_2	mp_cap_heroes
False				wh2_main_skv_cha_warlock_engineer	mp_cap_heroes
False				wh2_pro07_emp_cha_wizard_death_0	mp_cap_heroes
False				wh2_pro07_emp_cha_wizard_death_1	mp_cap_heroes
False				wh2_pro07_emp_cha_wizard_death_2	mp_cap_heroes
False				wh2_pro07_emp_cha_wizard_death_3	mp_cap_heroes
False				wh2_pro08_neu_cha_felix	mp_cap_heroes
False				wh2_pro08_neu_cha_gotrek	mp_cap_heroes
False				wh2_pro09_grn_cha_black_orc_big_boss_0	mp_cap_heroes
False				wh2_pro09_grn_cha_black_orc_big_boss_1	mp_cap_heroes
False				wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	mp_cap_heroes
False				wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	mp_cap_heroes
False				wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	mp_cap_heroes
False				wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	mp_cap_heroes
False				wh_dlc01_chs_cha_exalted_hero_10	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_beasts_0	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_beasts_1	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_death_0	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_death_1	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_shadows_0	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_shadows_1	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_wild_0	mp_cap_heroes
False				wh_dlc03_bst_cha_bray_shaman_wild_1	mp_cap_heroes
False				wh_dlc03_bst_cha_gorebull_0	mp_cap_heroes
False				wh_dlc03_emp_cha_wizard_beasts_0	mp_cap_heroes
False				wh_dlc03_emp_cha_wizard_beasts_1	mp_cap_heroes
False				wh_dlc03_emp_cha_wizard_beasts_2	mp_cap_heroes
False				wh_dlc03_emp_cha_wizard_beasts_3	mp_cap_heroes
False				wh_dlc03_emp_cha_wizard_beasts_4	mp_cap_heroes
False				wh_dlc04_vmp_cha_necromancer_1	mp_cap_heroes
False				wh_dlc04_vmp_cha_necromancer_2	mp_cap_heroes
False				wh_dlc04_vmp_cha_necromancer_3	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_life_0	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_life_1	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_life_2	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_life_3	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_shadows_0	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_shadows_1	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_shadows_2	mp_cap_heroes
False				wh_dlc05_emp_cha_wizard_shadows_3	mp_cap_heroes
False				wh_dlc05_vmp_cha_vampire_shadows_0	mp_cap_heroes
False				wh_dlc05_vmp_cha_vampire_shadows_1	mp_cap_heroes
False				wh_dlc05_vmp_cha_vampire_shadows_2	mp_cap_heroes
False				wh_dlc05_wef_cha_branchwraith_0	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_beasts_0	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_beasts_1	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_beasts_2	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_beasts_3	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_life_0	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_life_1	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_life_2	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_life_3	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_shadows_0	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_shadows_1	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_shadows_2	mp_cap_heroes
False				wh_dlc05_wef_cha_spellsinger_shadows_3	mp_cap_heroes
False				wh_dlc05_wef_cha_waystalker_0	mp_cap_heroes
False				wh_dlc06_dwf_cha_master_engineer_ghost_0	mp_cap_heroes
False				wh_dlc06_dwf_cha_runesmith_ghost_0	mp_cap_heroes
False				wh_dlc06_dwf_cha_thane_ghost_0	mp_cap_heroes
False				wh_dlc06_dwf_cha_thane_ghost_1	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_beasts_0	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_beasts_1	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_beasts_3	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_life_0	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_life_1	mp_cap_heroes
False				wh_dlc07_brt_cha_damsel_life_3	mp_cap_heroes
False				wh_dlc07_brt_cha_green_knight_0	mp_cap_heroes
False				wh_dlc08_nor_cha_fimir_balefiend_fire_0	mp_cap_heroes
False				wh_dlc08_nor_cha_fimir_balefiend_shadow_0	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_death_0	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_death_1	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_death_2	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_fire_0	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_fire_1	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_fire_2	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_metal_0	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_metal_1	mp_cap_heroes
False				wh_dlc08_nor_cha_shaman_sorcerer_metal_2	mp_cap_heroes
False				wh_dlc08_nor_cha_skin_wolf_werekin_0	mp_cap_heroes
False				wh_main_brt_cha_damsel_0	mp_cap_heroes
False				wh_main_brt_cha_damsel_1	mp_cap_heroes
False				wh_main_brt_cha_damsel_3	mp_cap_heroes
False				wh_main_brt_cha_paladin_0	mp_cap_heroes
False				wh_main_brt_cha_paladin_3	mp_cap_heroes
False				wh_main_brt_cha_paladin_4	mp_cap_heroes
