ancillary_to_effects_tables
0
ancillary	effect	effect_scope	value
wh2_dlc13_anc_armour_obsinite_plate	wh_main_effect_character_stat_mod_armour	character_to_character_own	25
wh2_dlc13_anc_armour_obsinite_plate	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15
wh2_dlc13_anc_armour_the_shield_of_aeons	wh2_dlc13_effect_ability_enable_shield_of_aeons	character_to_character_own	1
wh2_dlc13_anc_armour_the_shield_of_aeons	wh_main_effect_character_stat_mod_armour	character_to_character_own	15
wh2_dlc13_anc_armour_the_shield_of_aeons	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	30
wh2_dlc13_anc_enchanted_item_golden_tributes	wh2_dlc13_effect_ability_enable_golden_tributes	character_to_character_own	1
wh2_dlc13_anc_enchanted_item_golden_tributes	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_dlc13_anc_enchanted_item_golden_tributes	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	5
wh2_dlc13_anc_talisman_monoliths_shard	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	15
wh2_dlc13_anc_talisman_monoliths_shard	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_dlc13_anc_talisman_monoliths_shard	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_dlc13_anc_talisman_stadsraad_key	wh_dlc07_effect_economy_gdp_mod_yield_of_the_sea	character_to_region_own	20
wh2_dlc13_anc_talisman_stadsraad_key	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10
wh2_dlc13_anc_talisman_stadsraad_key	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_dlc13_anc_talisman_sylvania_journal	wh2_dlc13_effect_xp_gain_increase_versus_undead	general_to_force_own	100
wh2_dlc13_anc_talisman_sylvania_journal	wh_main_effect_force_unit_stat_morale_versus_undead	general_to_force_own	10
wh2_dlc13_anc_talisman_sylvania_journal	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_dlc13_anc_talisman_sylvania_journal	wh_main_effect_unit_enable_attribute_immune_to_psychology	character_to_character_own	1
wh2_dlc13_anc_weapon_amber_bow	wh2_dlc13_effect_ability_enable_amber_bow	character_to_character_own	1
wh2_dlc13_anc_weapon_amber_bow	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_dlc13_anc_weapon_amber_bow	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_mace_of_ulumak	wh2_dlc13_effect_ability_enable_mace_of_ulumak	character_to_character_own	1
wh2_dlc13_anc_weapon_mace_of_ulumak	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	18
wh2_dlc13_anc_weapon_runefang_averland	wh_main_effect_ability_enable_the_averland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_averland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_averland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_drakwald	wh_main_effect_ability_enable_the_drakwald_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_drakwald	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_drakwald	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_hochland	wh_main_effect_ability_enable_the_hochland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_hochland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_dlc13_anc_weapon_runefang_hochland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_middenland	wh_dlc05_effect_ability_enable_the_middenland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_middenland	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_middenland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_dlc13_anc_weapon_runefang_middenland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_middenland	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	5
wh2_dlc13_anc_weapon_runefang_middenland	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_dlc13_anc_weapon_runefang_nordland	wh_main_effect_ability_enable_the_nordland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_nordland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_nordland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_ostermark	wh_main_effect_ability_enable_the_ostermark_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_ostermark	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_ostermark	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_ostland	wh_main_effect_ability_enable_the_ostland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_ostland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_ostland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_ability_enable_the_reikland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_reikland	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_dlc13_anc_weapon_runefang_solland	wh_main_effect_ability_enable_the_solland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_solland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_solland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_stirland	wh_main_effect_ability_enable_the_stirland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_stirland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_stirland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_talabecland	wh_main_effect_ability_enable_the_talabecland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_talabecland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_talabecland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_runefang_wissenland	wh_main_effect_ability_enable_the_wissenland_runefang	character_to_character_own	1
wh2_dlc13_anc_weapon_runefang_wissenland	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc13_anc_weapon_runefang_wissenland	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_anc_weapon_scar	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	95
wh2_dlc13_anc_weapon_scar	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc13_talisman_the_ogham_shard	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	25
wh2_dlc13_talisman_the_ogham_shard	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh2_dlc13_talisman_the_ogham_shard	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	3
wh2_dlc14_anc_armour_the_cloak_of_shadows	wh2_dlc14_effect_ability_enable_the_cloak_of_shadows	character_to_character_own	1
wh2_dlc14_anc_armour_the_cloak_of_shadows	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_dlc14_anc_armour_the_cloak_of_shadows	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_dlc14_anc_armour_the_cloak_of_shadows	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	20
wh2_dlc14_anc_enchanted_item_fleur_de_lys_banner	wh2_dlc14_effect_ability_enable_fleur_de_lys_banner	character_to_character_own	1
wh2_dlc14_anc_enchanted_item_fleur_de_lys_banner	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	general_to_force_enemy_regionwide	-10
wh2_dlc14_anc_enchanted_item_fleur_de_lys_banner	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	general_to_force_enemy_regionwide	-5
wh2_dlc14_anc_enchanted_item_malus_octagon_medallion	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_dlc14_anc_enchanted_item_malus_octagon_medallion	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20
wh2_dlc14_anc_enchanted_item_malus_warp_gem	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-20
wh2_dlc14_anc_enchanted_item_malus_warp_gem	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-25
wh2_dlc14_anc_enchanted_item_malus_warp_gem	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	20
wh2_dlc14_anc_follower_malus_arleth_vann	wh2_dlc09_effect_force_army_battle_unit_melee_attack_during_ambushes	character_to_force_own	8
wh2_dlc14_anc_follower_malus_arleth_vann	wh2_dlc10_effect_faction_line_of_sight_mod	faction_to_character_own_unseen_lords_only	15
wh2_dlc14_anc_follower_malus_arleth_vann	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_own_unseen	15
wh2_dlc14_anc_follower_malus_balneth_bale	wh2_dlc11_effect_blackark_growth_char	character_to_force_own_factionwide	5
wh2_dlc14_anc_follower_malus_balneth_bale	wh2_main_blackark_provided_battle_loot_mod	character_to_force_own_factionwide	10
wh2_dlc14_anc_follower_malus_balneth_bale	wh2_main_effect_character_stat_melee_attack_at_sea	character_to_force_own	8
wh2_dlc14_anc_follower_malus_edlire	wh_main_effect_character_stat_mod_morale	character_to_force_own	5
wh2_dlc14_anc_follower_malus_edlire	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-3
wh2_dlc14_anc_follower_malus_edlire	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	character_to_force_own_unseen	30
wh2_dlc14_anc_follower_malus_engvin	wh2_main_effect_economy_gdp_mod_slaves_def	character_to_region_own_factionwide	5
wh2_dlc14_anc_follower_malus_engvin	wh_main_effect_force_all_campaign_raid_income	character_to_force_own_unseen	25
wh2_dlc14_anc_follower_malus_hauclir	wh_main_effect_force_army_battle_armour_all_defending	character_to_force_own	20
wh2_dlc14_anc_follower_malus_hauclir	wh_pro01_effect_force_unit_stat_defence_defending	character_to_force_own	8
wh2_dlc14_anc_follower_malus_isilvar	wh2_main_effect_physical_resistance_increase	character_to_force_own	8
wh2_dlc14_anc_follower_malus_isilvar	wh_main_effect_force_army_campaign_attrition_all_resistance	character_to_force_own	-30
wh2_dlc14_anc_follower_malus_isilvar	wh_main_effect_religion_conversion_chaos_bad	character_to_character_own_provincetext	2
wh2_dlc14_anc_follower_malus_lurhan	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-10
wh2_dlc14_anc_follower_malus_nagaira	wh2_dlc14_effect_magic_cost_all_lores	character_to_character_own	-1
wh2_dlc14_anc_follower_malus_nagaira	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	30
wh2_dlc14_anc_follower_malus_urial	wh_main_effect_building_construction_cost_mod	character_to_region_own	-30
wh2_dlc14_anc_follower_malus_urial	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_dlc14_anc_follower_malus_urial	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_dlc14_anc_follower_malus_yasmir	wh2_main_effect_character_mod_loyalty_regional	character_to_character_regionwide_local_region	1
wh2_dlc14_anc_follower_malus_yasmir	wh_main_effect_unit_recruitment_points	force_to_province_own	2
wh2_dlc14_anc_talisman_malus_amulet_of_defiance	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	25
wh2_dlc14_anc_talisman_malus_idol_of_darkness	wh2_dlc14_effect_ability_enable_malus_slow_aura	character_to_character_own	1
wh2_dlc14_anc_talisman_malus_idol_of_darkness	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	20
wh2_dlc14_anc_weapon_malus_blood_warpsword	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_dlc14_anc_weapon_malus_blood_warpsword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	25
wh2_dlc14_anc_weapon_malus_dagger_of_souls	wh2_dlc14_effect_character_stat_enable_spirit_leech_attacks	character_to_character_own	1
wh2_dlc14_anc_weapon_malus_death_warpsword	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	20
wh2_dlc14_anc_weapon_malus_death_warpsword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc14_anc_weapon_malus_slaugher_warpsword	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	20
wh2_dlc14_anc_weapon_malus_slaugher_warpsword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc14_anc_weapon_sword_of_lyonesse	wh2_dlc14_effect_ability_enable_sword_of_lyonesse	character_to_character_own	1
wh2_dlc14_anc_weapon_sword_of_lyonesse	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	region_to_force_enemy	-15
wh2_dlc14_anc_weapon_sword_of_lyonesse	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	general_to_force_enemy_regionwide	-10
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh2_dlc14_effect_ability_enable_warpsword_of_khaine	character_to_character_own	1
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh_main_effect_force_army_campaign_ambush_defence_success_chance	force_to_force_own_lords_army	40
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh2_dlc14_effect_ability_enable_whirl_of_weeping_blades	character_to_character_own	1
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh2_main_effect_armour_piercing_damage	character_to_character_own	20
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh2_main_effect_skill_battle_morale_increase_skv_runners_triads_rank7	general_to_force_own	10
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_dlc15_anc_arcane_item_black_dragon_special	wh2_main_effect_battle_magic_all_cooldown_rate	character_to_character_own	-25
wh2_dlc15_anc_arcane_item_black_dragon_special	wh_main_effect_ability_enable_life-leeching	character_to_character_own	1
wh2_dlc15_anc_arcane_item_black_dragon_special	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-25
wh2_dlc15_anc_arcane_item_blacktoofs_head_in_a_jar	wh2_dlc15_abilities_enable_blacktoofs_conjuration	character_to_character_own	1
wh2_dlc15_anc_armour_armour_of_caledor	wh2_dlc15_effect_ability_enable_armour_of_caledor	character_to_character_own	1
wh2_dlc15_anc_armour_armour_of_caledor	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	10
wh2_dlc15_anc_armour_armour_of_caledor	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_dlc15_anc_armour_armour_of_caledor	wh_main_effect_force_unit_stat_armour	character_to_character_own	20
wh2_dlc15_anc_armour_armour_of_caledor	wh_main_effect_force_unit_stat_fatigue_resistance_large	character_to_character_own	-33
wh2_dlc15_anc_armour_forest_dragon_special	wh2_dlc15_item_ability_vine_dragon_scale	character_to_character_own	1
wh2_dlc15_anc_armour_forest_dragon_special	wh_main_effect_character_stat_mod_armour	character_to_character_own	26
wh2_dlc15_anc_armour_forest_dragon_special	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	12
wh2_dlc15_anc_armour_helm_of_yvresse	wh2_dlc15_effect_ability_enable_helm_of_yvresse	character_to_character_own	1
wh2_dlc15_anc_armour_helm_of_yvresse	wh_main_effect_force_unit_stat_armour	character_to_character_own	25
wh2_dlc15_anc_armour_helm_of_yvresse	wh_main_effect_force_unit_stat_morale	general_to_force_own	5
wh2_dlc15_anc_armour_helm_of_yvresse	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_dlc15_anc_enchanted_item_lucky_banner	wh2_dlc15_effect_ability_enable_lucky_banner	character_to_character_own	1
wh2_dlc15_anc_enchanted_item_lucky_banner	wh2_dlc15_effect_force_unit_stat_melee_defence_lucky	general_to_force_own	1
wh2_dlc15_anc_enchanted_item_lucky_banner	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	20
wh2_dlc15_anc_enchanted_item_lucky_banner	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10
wh2_dlc15_anc_enchanted_item_lucky_banner	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_dlc15_anc_enchanted_item_star_dragon_special	wh2_dlc15_effect_magic_heavens_enable_bound_chain_lightning	character_to_character_own	1
wh2_dlc15_anc_enchanted_item_star_dragon_special	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	20
wh2_dlc15_anc_enchanted_item_star_dragon_special	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	15
wh2_dlc15_anc_follower_mandelour	wh2_main_effect_force_unit_stat_morale_versus_skaven	general_to_force_own	4
wh2_dlc15_anc_follower_mandelour	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_dlc15_anc_talisman_sun_dragon_special	wh2_main_effect_ability_enable_embers_of_the_phoenix	character_to_character_own	1
wh2_dlc15_anc_talisman_sun_dragon_special	wh_dlc08_effect_ability_enable_rage	character_to_character_own	1
wh2_dlc15_anc_talisman_sun_dragon_special	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	40
wh2_dlc15_anc_talisman_talisman_of_hoeth	wh2_dlc15_effect_talisman_of_hoeth	character_to_character_own	1
wh2_dlc15_anc_talisman_talisman_of_hoeth	wh2_main_effect_magic_high_reduce_wom_cost_hand_of_glory	character_to_character_own	-2
wh2_dlc15_anc_talisman_talisman_of_hoeth	wh2_main_effect_magic_high_reduce_wom_cost_hand_of_glory_upgraded	character_to_character_own	-2
wh2_dlc15_anc_talisman_talisman_of_hoeth	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-20
wh2_dlc15_anc_talisman_talisman_of_hoeth	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	20
wh2_dlc15_anc_weapon_axe_of_grom	wh2_dlc15_effect_ability_enable_axe_of_grom	character_to_character_own	1
wh2_dlc15_anc_weapon_axe_of_grom	wh2_main_effect_armour_piercing_damage	character_to_character_own	40
wh2_dlc15_anc_weapon_axe_of_grom	wh2_main_effect_province_growth_characters_factionwide	character_to_province_own_factionwide	5
wh2_dlc15_anc_weapon_axe_of_grom	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	15
wh2_dlc15_anc_weapon_fangsword_of_eltharion	wh2_dlc15_effect_ability_enable_fangsword_of_eltharion	character_to_character_own	1
wh2_dlc15_anc_weapon_fangsword_of_eltharion	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	15
wh2_dlc15_anc_weapon_fangsword_of_eltharion	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	10
wh2_dlc15_anc_weapon_fangsword_of_eltharion	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-4
wh2_dlc15_anc_weapon_moon_dragon_special	wh2_dlc11_effect_ability_enable_bound_wind_blast	character_to_character_own	1
wh2_dlc15_anc_weapon_moon_dragon_special	wh2_main_effect_armour_piercing_damage	character_to_character_own	50
wh2_dlc15_anc_weapon_moon_dragon_special	wh_dlc08_effect_character_stat_enable_frostbite_attacks	character_to_character_own	1
wh2_dlc15_anc_weapon_star_lance	wh2_dlc15_effect_ability_enable_star_lance	character_to_character_own	1
wh2_dlc15_anc_weapon_star_lance	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	15
wh2_dlc15_anc_weapon_star_lance	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	10
wh2_dlc15_anc_weapon_star_lance	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	5
wh2_main_anc_arcane_item_black_staff	wh2_main_effect_ability_enable_black_staff	character_to_character_own	1
wh2_main_anc_arcane_item_black_staff	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-15
wh2_main_anc_arcane_item_book_of_hoeth	wh2_main_effect_ability_enable_book_of_hoeth	character_to_character_own	1
wh2_main_anc_arcane_item_book_of_hoeth	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	15
wh2_main_anc_arcane_item_circlet_of_iron	wh2_main_effect_ability_enable_circlet_of_iron	character_to_character_own	1
wh2_main_anc_arcane_item_circlet_of_iron	wh2_main_effect_magic_dark_reduce_wom_cost_power_of_darkness	character_to_character_own	-2
wh2_main_anc_arcane_item_circlet_of_iron	wh2_main_effect_magic_mod_amount_of_uses_power_of_darkness	character_to_character_own	2
wh2_main_anc_arcane_item_circlet_of_iron	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	5
wh2_main_anc_arcane_item_circlet_of_iron	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh2_main_anc_arcane_item_circlet_of_iron	wh_main_effect_military_force_winds_of_magic_depletion_mod_agent_actions	character_to_force_own_unseen	10
wh2_main_anc_arcane_item_circlet_of_iron	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_main_anc_arcane_item_cube_of_darkness	wh2_main_effect_ability_enable_cube_of_darkness	character_to_character_own	1
wh2_main_anc_arcane_item_cube_of_darkness	wh_main_effect_military_force_winds_of_magic_starting_mod	character_to_force_own_unseen	7
wh2_main_anc_arcane_item_cupped_hands_of_the_old_ones	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-40
wh2_main_anc_arcane_item_cupped_hands_of_the_old_ones	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	5
wh2_main_anc_arcane_item_darkstar_cloak	wh2_main_effect_ability_enable_darkstar_cloak	character_to_character_own	1
wh2_main_anc_arcane_item_diadem_of_power	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	6
wh2_main_anc_arcane_item_diadem_of_power	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-5
wh2_main_anc_arcane_item_itxi_grubs	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-20
wh2_main_anc_arcane_item_jewel_of_the_dusk	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	20
wh2_main_anc_arcane_item_moon_staff_of_lileath	wh2_main_effect_magic_life_reduce_wom_regrowth	character_to_character_own	-3
wh2_main_anc_arcane_item_moon_staff_of_lileath	wh2_main_effect_magic_life_reduce_wom_regrowth_upgraded	character_to_character_own	-3
wh2_main_anc_arcane_item_moon_staff_of_lileath	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-20
wh2_main_anc_arcane_item_moon_staff_of_lileath	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	18
wh2_main_anc_arcane_item_plaque_of_dominion	wh2_main_effect_ability_enable_plaque_of_dominion	character_to_character_own	1
wh2_main_anc_arcane_item_plaque_of_dominion	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	4
wh2_main_anc_arcane_item_plaque_of_dominion	wh_main_effect_technology_research_points	character_to_faction	5
wh2_main_anc_arcane_item_rod_of_the_storm	wh2_main_effect_ability_enable_rod_of_the_storm	character_to_character_own	1
wh2_main_anc_arcane_item_scroll_of_hoeth	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-20
wh2_main_anc_arcane_item_scroll_of_hoeth	wh2_main_effect_ability_enable_scroll_of_hoeth	character_to_character_own	1
wh2_main_anc_arcane_item_scroll_of_hoeth	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15
wh2_main_anc_arcane_item_scrying_stone	wh2_main_effect_ability_enable_scrying_stone	character_to_character_own	1
wh2_main_anc_arcane_item_scrying_stone	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	5
wh2_main_anc_arcane_item_staff_of_solidity	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-50
wh2_main_anc_arcane_item_starwood_staff	wh2_main_effect_ability_enable_starwood_staff	character_to_character_own	1
wh2_main_anc_arcane_item_starwood_staff	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-25
wh2_main_anc_arcane_item_the_gem_of_sunfire	wh2_main_effect_ability_enable_the_gem_of_sunfire	character_to_character_own	1
wh2_main_anc_arcane_item_the_gem_of_sunfire	wh_dlc05_effect_unit_stat_mod_ward_save_fire	general_to_force_own	30
wh2_main_anc_arcane_item_the_liber_bubonicus	wh2_main_effect_ability_enable_the_liber_bubonicus	character_to_character_own	1
wh2_main_anc_arcane_item_the_liber_bubonicus	wh2_main_effect_agent_recruitment_xp_skv_plague_priest	character_to_province_own_factionwide	4
wh2_main_anc_arcane_item_the_liber_bubonicus	wh2_main_effect_magic_plague_reduce_wom_cost_plague	character_to_character_own	-2
wh2_main_anc_arcane_item_the_liber_bubonicus	wh2_main_effect_magic_plague_reduce_wom_cost_plague_upgraded	character_to_character_own	-2
wh2_main_anc_arcane_item_the_liber_bubonicus	wh2_main_faction_trait_ritual_cost_skrolk	character_to_faction_unseen	-25
wh2_main_anc_arcane_item_the_liber_bubonicus	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10
wh2_main_anc_arcane_item_the_liber_bubonicus	wh_main_effect_religion_conversion_skaven	character_to_character_own_provincetext	3
wh2_main_anc_arcane_item_the_seerstaff_of_saphery	wh2_main_effect_ability_enable_the_seerstaff_of_saphery	character_to_character_own	1
wh2_main_anc_arcane_item_the_tricksters_pendant	wh2_main_effect_ability_enable_the_tricksters_pendant	character_to_character_own	1
wh2_main_anc_arcane_item_the_tricksters_pendant	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	12
wh2_main_anc_arcane_item_the_vortex_shard	wh2_main_effect_ability_enable_the_vortex_shard	character_to_character_own	1
wh2_main_anc_arcane_item_the_vortex_shard	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-5
wh2_main_anc_arcane_item_the_vortex_shard	wh_main_effect_military_force_winds_of_magic_starting_mod_enemy	general_to_force_enemy_regionwide	-10
wh2_main_anc_arcane_item_tome_of_furion	wh2_main_effect_ability_enable_tome_of_furion	character_to_character_own	1
wh2_main_anc_arcane_item_wand_of_the_kharaidon	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-15
wh2_main_anc_arcane_item_wand_of_the_kharaidon	wh2_main_effect_ability_enable_wand_of_the_kharaidon	character_to_character_own	1
wh2_main_anc_arcane_item_wand_of_the_kharaidon	wh2_main_effect_magic_dark_reduce_wom_cost_soulstealer	character_to_character_own	-2
