projectiles_explosions_tables
18
key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	projectile_name	explosion_particle_effect	distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	shrapnel	fuse_distance_from_target	fuse_fixed_time	affects_allies
wh_main_metal_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_spell_big_waaagh_gaze_of_mork	percussive	shockwave	1	1	5	150		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_big_waaagh_gaze_of_mork_upgraded	percussive	shockwave	1	1	5	150		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_bound_soulfire	percussive	shockwave	1	1	10	41			0				0	True	0		400	-1	True
wh_main_spell_fire_fireball	percussive	shockwave	3	1	11	144		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	0	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_fireball_upgraded	percussive	shockwave	6	1	11	144		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	72	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_piercing_bolts_of_burning	percussive	shockwave	3	1	12	0		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	90	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_fire_piercing_bolts_of_burning_upgraded	percussive	shockwave	3	1	12	0		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	90	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_comet_of_casandora	percussive	shockwave	18	1	18	0			0		wh_comet_of_cas		0	True	48	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_comet_of_casandora_upgraded	percussive	shockwave	18	1	18	0			0		wh_comet_of_cas		0	True	96	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_urannons_thunderbolt	percussive	shockwave	6	1	12	0			0		wh_urannons_thunderbolt		0	True	68	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_urannons_thunderbolt_upgraded	percussive	shockwave	8	1	12	0			0		wh_urannons_thunderbolt		0	True	132	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_light_shems_burning_gaze	percussive	shockwave	1	1	5	0		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	50	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_light_shems_burning_gaze_upgraded	percussive	shockwave	1	1	5	0		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	50	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_lil_waaagh_vindictive_glare	percussive	shockwave	1	1	5	150		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_lil_waaagh_vindictive_glare_upgraded	percussive	shockwave	1	1	5	150		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_metal_searing_doom	percussive	shockwave	3	1	12	0		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	30	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_metal_searing_doom_upgraded	percussive	shockwave	3	1	12	0		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	30	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_vampires_gaze_of_nagash	percussive	shockwave	1	1	5	0		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	80	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_vampires_gaze_of_nagash_upgraded	percussive	shockwave	1	1	5	0		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	80	wh_main_unit_explosion_light	50	-1	True
wh_main_tower_brt_blessed_stone_explosion	percussive	shockwave	4	0	7	65		wh_main_impact_medium_rock	0		wh_large_rock		0	False	35	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_brt_carcass_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_small	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_dwf_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_dwf_fused_beer_keg_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_large	0				0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_emp_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_emp_clockwork_bomb_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_medium	0		wh_bomb		0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_grn_giant_dungball_explosion	percussive	shockwave	4	0	7	65		wh_main_grn_giant_dungball_explosion	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_grn_rock_idol_explosion	percussive	shockwave	5	0	7	70		wh_main_tower_grn_rock_idol	0				0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_vmp_caged_bats_explosion	percussive	shockwave	4	0	7	65		wh_main_vmp_caged_bats_explosion	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_vmp_corpse_ball_explosion	percussive	shockwave	5	0	7	70		wh_main_vmp_dark_magic_medium	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_unit_abilities_gyrobomber_bomb	percussive	shockwave	6	0	11	44		wh_main_weapon_gyrobomber_bomb_large	0		wh_bomb		1	False	44	wh_main_unit_explosion_medium	450	-1	True
wh_main_unit_abilities_gyrocopter_grenade	percussive	shockwave	3	0	12	264		wh_main_weapon_gyrocopter_grenade	0		wh_bomb		1	False	66	wh_main_unit_explosion_light	400	-1	True
wh_main_vampires_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_vmp_bat_explosion	percussive	shockwave	5	0	6	70		wh_main_vmp_caged_bats_explosion	0		wh_large_rock		0	False	0	wh_main_unit_explosion_light	100	-1	True
wh_pro04_bst_cygor_boulder_explosion_ror	percussive	shockwave	6	0	10	55		wh_dlc03_amber_spear_explosion	0		wh_large_rock		0	False	85	wh_main_unit_explosion_heavy	200	0	True
wh_pro04_chs_hellcannon_ror	percussive	shockwave	7	0	12	30		wh_main_weapon_hellcannon_explosion	0		wh_soul	wh_main_unit_contact_overhead_morale	0	True	90	wh_main_unit_explosion_medium	350	0	True
